last_name, first_name,player_id,team_id,team,position,age,competitive_runs,hp_to_1b,sprint_speed
Choi, Ji-Man,596847,139,TB,DH,27,80,4.38,25.7
Villanueva, Christian,570799,135,SD,3B,27,97,4.66,25.7
Mathis, Jeff,425772,109,ARI,C,35,66,4.64,25.7
Stassi, Max,545358,117,HOU,C,27,100,4.65,25.7
White, Tyler,643603,117,HOU,1B,28,80,4.55,25.7
Moustakas, Mike,519058,158,MIL,3B,30,206,4.60,25.7
Arenado, Nolan,571448,115,COL,3B,27,234,4.57,25.7
Caratini, Victor,605170,112,CHC,C,25,94,4.61,25.7
Headley, Chase,452104,135,SD,3B,34,17,,25.7
Ramirez, Hanley,434670,111,BOS,1B,35,76,4.66,25.7
Flores, Wilmer,527038,121,NYM,1B,27,164,4.57,25.7
Pedroia, Dustin,456030,111,BOS,2B,35,5,,25.6
Frazier, Todd,453943,121,NYM,3B,32,126,4.57,25.6
Davidson, Matt,571602,145,CWS,DH,27,138,4.63,25.6
Bautista, Jose,430832,143,PHI,RF,38,109,4.73,25.6
Martin, Russell,431145,141,TOR,C,35,122,4.76,25.6
Franco, Maikel,596748,143,PHI,3B,26,197,4.73,25.6
Suzuki, Kurt,435559,144,ATL,C,35,128,4.65,25.6
Telis, Tomas,542513,146,MIA,1B,27,12,,25.6
Hundley, Nick,460026,137,SF,C,35,90,4.66,25.6
Panik, Joe,605412,137,SF,2B,28,167,4.46,25.6
Rizzo, Anthony,519203,112,CHC,1B,29,222,4.58,25.5
Murphy, Daniel,502517,112,CHC,2B,33,119,4.58,25.6
Gordon, Alex,460086,118,KC,LF,34,185,4.57,25.5
Mesoraco, Devin,519023,121,NYM,C,30,82,4.53,25.5
Gimenez, Chris,460269,142,MIN,C,36,23,4.69,25.5
Bruce, Jay,457803,121,NYM,RF,31,83,4.52,25.5
Davis, Chris,448801,110,BAL,1B,32,137,4.65,25.5
Sisco, Chance,642082,110,BAL,C,23,51,4.53,25.5
Cabrera, Asdrubal,452678,143,PHI,2B,33,196,4.63,25.4
Reynolds, Matt,608703,120,WSH,3B,28,7,,25.4
Viloria, Meibrys,650619,118,KC,C,21,14,,25.4
Fernandez, Jose Miguel,628336,108,LAA,1B,30,49,4.68,25.4
Donaldson, Josh,518626,114,CLE,3B,33,80,4.70,25.4
Votto, Joey,458015,113,CIN,1B,35,189,4.72,25.4
Chirinos, Robinson,455139,140,TEX,C,34,82,4.79,25.3
Iannetta, Chris,455104,115,COL,C,35,113,4.79,25.3
Moreland, Mitch,519048,111,BOS,1B,33,165,4.41,25.3
Vazquez, Christian,543877,111,BOS,C,28,111,4.57,25.3
Flowers, Tyler,452095,144,ATL,C,32,80,4.56,25.3
Stallings, Jacob,607732,134,PIT,C,29,16,,25.2
Tellez, Rowdy,642133,141,TOR,1B,23,28,,25.2
Moran, Colin,592567,134,PIT,3B,26,176,4.61,25.2
Narvaez, Omar,553882,145,CWS,C,26,123,4.69,25.2
Gyorko, Jedd,576397,138,STL,3B,30,131,4.55,25.2
Ciuffo, Nick,624419,139,TB,C,23,11,,25.2
Holliday, Matt,407812,115,COL,LF,38,21,,25.1
Lucroy, Jonathan,518960,133,OAK,C,32,173,4.70,25.1
Moore, Adam,446192,139,TB,C,34,5,,25.1
Nido, Tomas,621512,121,NYM,C,24,35,4.80,25.1
Wynns, Austin,642851,110,BAL,C,28,44,4.83,25.1
Bird, Greg,595885,147,NYY,1B,26,87,4.72,25.1
Freitas, David,571679,136,SEA,C,29,34,4.85,25.1
Holaday, Bryan,592407,146,MIA,C,31,64,4.64,25.1
Perez, Salvador,521692,118,KC,C,28,147,4.82,25.1
Pina, Manny,444489,158,MIL,C,31,123,4.72,25.0
Wallach, Chad,595453,146,MIA,C,27,14,,25.0
Perez, Carlos,542208,140,TEX,C,28,14,,25.0
Barnhart, Tucker,571466,113,CIN,C,27,191,4.65,25.0
Sandoval, Pablo,467055,137,SF,3B,32,94,4.56,25.0
Higashioka, Kyle,543309,147,NYY,C,28,15,,25.0
Kieboom, Spencer,571851,120,WSH,C,27,48,4.86,25.0
Butera, Drew,460077,115,COL,C,35,61,4.71,24.9
Duda, Lucas,446263,144,ATL,1B,32,98,4.75,24.9
Cruz, Nelson,443558,136,SEA,DH,38,182,4.73,24.9
Perez, Michael,605421,139,TB,C,26,24,,24.9
Beltre, Adrian,134181,140,TEX,3B,39,154,4.74,24.9
Posey, Buster,457763,137,SF,C,31,189,4.70,24.8
Lopez, Raffy,607257,135,SD,C,31,23,,24.7
Lobaton, Jose,446653,121,NYM,C,34,21,,24.7
Solarte, Yangervis,500208,141,TOR,3B,31,197,4.75,24.7
Centeno, Juan,518542,140,TEX,C,29,15,,24.7
Aguilar, Jesus,542583,158,MIL,1B,28,154,4.68,24.7
Kratz, Erik,456124,158,MIL,C,38,88,4.78,24.6
Kelly, Carson,608348,138,STL,C,24,15,,24.6
Perez, Roberto,547379,114,CLE,C,30,56,4.86,24.6
Arcia, Francisco,516472,108,LAA,C,29,40,4.80,24.5
Rivera, Rene,425784,144,ATL,C,35,23,,24.5
Astudillo, Willians,553902,142,MIN,C,27,43,4.81,24.5
Grandal, Yasmani,518735,119,LAD,C,30,155,4.87,24.5
Cano, Robinson,429664,136,SEA,2B,36,150,4.59,24.5
Encarnacion, Edwin,429665,114,CLE,DH,35,156,4.84,24.5
Casali, Curt,592200,113,CIN,C,30,48,4.91,24.5
Stewart, Chris,455755,109,ARI,C,36,9,,24.4
Reynolds, Mark,448602,120,WSH,1B,35,60,4.82,24.4
Gonzalez, Adrian,408236,121,NYM,1B,36,61,4.76,24.4
Hudson, Joe,621529,108,LAA,C,27,5,,24.2
Wieters, Matt,446308,120,WSH,C,32,75,4.70,24.2
Gallagher, Cam,595956,118,KC,C,26,19,,24.2
Ellis, A.J.,454560,135,SD,C,37,56,4.93,24.1
Cabrera, Miguel,408234,116,DET,1B,35,61,4.93,24.1
Maldonado, Martin,455117,117,HOU,C,32,150,4.89,24.0
Valbuena, Luis,472528,108,LAA,3B,33,72,4.74,24.0
Leon, Sandy,506702,111,BOS,C,29,97,4.72,23.9
Federowicz, Tim,543148,113,CIN,C,31,10,,23.9
Maxwell, Bruce,622194,133,OAK,C,28,21,4.96,23.9
Avila, Alex,488671,109,ARI,C,31,54,4.94,23.8
Smoak, Justin,475253,141,TOR,1B,32,181,4.91,23.8
Bandy, Jett,542908,158,MIL,C,28,14,,23.8
Wilson, Bobby,435064,142,MIN,C,35,63,4.86,23.8
Bour, Justin,571506,143,PHI,1B,30,148,4.72,23.7
Castillo, Welington,456078,145,CWS,C,31,52,4.97,23.7
Morales, Kendrys,434778,141,TOR,DH,35,153,4.96,23.5
Alonso, Yonder,475174,114,CLE,1B,31,162,4.95,23.3
Pena, Francisco,506747,138,STL,C,29,49,4.92,23.2
Martinez, Victor,400121,116,DET,DH,40,163,4.87,23.2
Sucre, Jesus,491696,139,TB,C,30,66,5.09,22.9
Molina, Yadier,425877,138,STL,C,36,173,4.91,22.9
Ramos, Wilson,467092,143,PHI,C,31,162,4.93,22.8
McCann, Brian,435263,117,HOU,C,34,44,4.98,22.7
Susac, Andrew,572180,110,BAL,C,28,6,,22.5
Pujols, Albert,405395,108,LAA,1B,38,168,5.01,22.2
Graterol, Juan,492802,142,MIN,C,29,5,,21.6
