last_name,first_name,player_id,year,pa,bip,ba,est_ba,est_ba_minus_ba_diff,slg,est_slg,est_slg_minus_slg_diff,woba,est_woba,est_woba_minus_woba_diff
Quijada, Jose,650671,2019,1,0,0,,,0,,,0,0,0
Smith, Burch,572143,2019,1,0,0,,,0,,,0,0,0
Ramirez, Nick,598286,2019,1,0,0,,,0,,,0,0,0
Walden, Marcus,519393,2019,1,0,0,,,0,,,0,0,0
Barnes, Matt,598264,2019,1,0,0,,,0,,,0,0,0
Mella, Keury,622492,2019,1,0,0,,,0,,,0,0,0
Wojciechowski, Asher,592879,2019,1,0,0,,,0,,,0,0,0
Alaniz, R.J.,595798,2019,1,1,1,0.905,0.095,1,1.018,-0.018,0.87,0.831,0.039
Parker, Blake,453284,2019,1,0,0,,,0,,,0,0,0
Walker, Jeremy,668683,2019,1,1,0,0.062,-0.062,0,0.075,-0.075,0,0.056,-0.056
Rosario, Randy,600968,2019,1,1,0,0.108,-0.108,0,0.086,-0.086,0,0.073,-0.073
Cessa, Luis,570666,2019,1,0,0,,,0,,,0,0,0
Howard, Sam,607572,2019,1,0,0,,,0,,,0,0,0
Tanaka, Masahiro,547888,2019,1,1,0,0.094,-0.094,0,0.126,-0.126,0,0.135,-0.135
Rainey, Tanner,663432,2019,1,0,0,,,0,,,0,0,0
Mayers, Mike,594577,2019,1,0,0,,,0,,,0,0,0
Jeffress, Jeremy,502026,2019,1,0,0,,,0,,,0,0,0
Neris, Hector,593576,2019,1,0,0,,,0,,,0,0,0
Garcia, Jarlin,606424,2019,1,0,0,,,0,,,0,0,0
Winkler, Dan,595465,2019,1,1,,,,,,,,,
Carasiti, Matt,571539,2019,1,1,0,0.142,-0.142,0,0.157,-0.157,0,0.135,-0.135
Reed, Cody,642003,2019,1,0,0,,,0,,,0,0,0
Shreve, Chasen,592741,2019,1,0,,,,,,,0.69,0.69,0
Cordero, Jimmy,622772,2019,1,1,,,,,,,,,
Anderson, Drew,623454,2019,1,0,0,,,0,,,0,0,0
Pruitt, Austin,643493,2019,1,0,0,,,0,,,0,0,0
Gott, Trevor,641627,2019,1,1,0,0.588,-0.588,0,0.75,-0.75,0,0.576,-0.576
Lugo, Seth,607625,2019,1,1,1,0.682,0.318,1,0.707,0.293,0.87,0.598,0.272
Blach, Ty,621389,2019,1,0,0,,,0,,,0,0,0
Stammen, Craig,489334,2019,1,0,0,,,0,,,0,0,0
Payano, Pedro,622797,2019,1,0,0,,,0,,,0,0,0
Zeuch, T.J.,643615,2019,1,0,0,,,0,,,0,0,0
Fulmer, Carson,608334,2019,1,1,0,0.402,-0.402,0,0.4,-0.4,0,0.335,-0.335
