last_name,first_name,player_id,year,pa,bip,ba,est_ba,est_ba_minus_ba_diff,slg,est_slg,est_slg_minus_slg_diff,woba,est_woba,est_woba_minus_woba_diff
Trevino, Jose,624431,2019,126,96,0.258,0.252,0.006,0.383,0.362,0.021,0.274,0.266,0.008
Quinn, Roman,596451,2019,122,75,0.213,0.228,-0.015,0.37,0.352,0.018,0.289,0.293,-0.004
Herrera, Rosell,594011,2019,119,79,0.2,0.213,-0.013,0.314,0.291,0.023,0.264,0.261,0.003
Duda, Lucas,446263,2019,119,75,0.171,0.223,-0.052,0.324,0.455,-0.131,0.245,0.311,-0.066
Williams, Nick,608384,2019,112,63,0.151,0.218,-0.067,0.245,0.365,-0.12,0.193,0.265,-0.072
Dubon, Mauricio,643289,2019,111,86,0.274,0.249,0.025,0.434,0.359,0.075,0.313,0.277,0.036
Castro, Willi,650489,2019,110,68,0.23,0.208,0.022,0.34,0.296,0.044,0.27,0.246,0.024
Martini, Nick,605361,2019,109,68,0.226,0.243,-0.017,0.323,0.306,0.017,0.291,0.296,-0.005
Wade, Tyler,642180,2019,108,68,0.245,0.226,0.019,0.362,0.336,0.026,0.303,0.285,0.018
Peterson, Jace,607054,2019,108,77,0.22,0.246,-0.026,0.33,0.374,-0.044,0.258,0.284,-0.026
Cozart, Zack,446359,2019,107,84,0.124,0.206,-0.082,0.144,0.276,-0.132,0.15,0.246,-0.096
Daza, Yonathan,602074,2019,105,77,0.206,0.207,-0.001,0.237,0.262,-0.025,0.221,0.23,-0.009
McGuire, Reese,624512,2019,105,79,0.299,0.268,0.031,0.526,0.402,0.124,0.364,0.309,0.055
Collins, Zack,641470,2019,102,47,0.186,0.195,-0.009,0.349,0.437,-0.088,0.285,0.317,-0.032
Spangenberg, Cory,605486,2019,102,60,0.232,0.212,0.02,0.358,0.31,0.048,0.267,0.244,0.023
Gyorko, Jedd,576397,2019,101,68,0.174,0.207,-0.033,0.25,0.343,-0.093,0.224,0.267,-0.043
Garneau, Dustin,572863,2019,101,64,0.244,0.222,0.022,0.407,0.356,0.051,0.33,0.306,0.024
Swihart, Blake,596119,2019,99,56,0.163,0.196,-0.033,0.304,0.313,-0.009,0.228,0.247,-0.019
Pearce, Steve,456665,2019,99,59,0.18,0.195,-0.015,0.258,0.32,-0.062,0.224,0.252,-0.028
Gomez, Carlos,460576,2019,99,59,0.198,0.208,-0.01,0.337,0.356,-0.019,0.268,0.28,-0.012
Taylor, Michael A.,572191,2019,97,56,0.25,0.214,0.036,0.364,0.376,-0.012,0.289,0.276,0.013
Ortega, Rafael,542364,2019,96,66,0.205,0.23,-0.025,0.307,0.371,-0.064,0.254,0.286,-0.032
Davis, Jonathan,641505,2019,95,61,0.181,0.235,-0.054,0.265,0.374,-0.109,0.24,0.302,-0.062
Schebler, Scott,594988,2019,95,54,0.123,0.155,-0.032,0.222,0.252,-0.03,0.223,0.245,-0.022
Herrmann, Chris,543302,2019,94,56,0.202,0.229,-0.027,0.274,0.353,-0.079,0.249,0.286,-0.037
Palka, Daniel,594953,2019,93,49,0.107,0.144,-0.037,0.179,0.223,-0.044,0.174,0.205,-0.031
Toro, Abraham,647351,2019,89,60,0.218,0.231,-0.013,0.385,0.385,0,0.295,0.301,-0.006
Tovar, Wilfredo,541600,2019,88,68,0.193,0.235,-0.042,0.253,0.292,-0.039,0.217,0.249,-0.032
Hilliard, Sam,656541,2019,87,54,0.273,0.24,0.033,0.649,0.478,0.171,0.407,0.341,0.066
Walsh, Jared,665120,2019,87,44,0.203,0.218,-0.015,0.329,0.401,-0.072,0.259,0.289,-0.03
Valaika, Pat,642162,2019,86,45,0.19,0.166,0.024,0.316,0.267,0.049,0.248,0.223,0.025
Heineman, Scott,595981,2019,85,55,0.213,0.224,-0.011,0.373,0.323,0.05,0.295,0.284,0.011
Chang, Yu,644374,2019,84,51,0.178,0.209,-0.031,0.274,0.37,-0.096,0.254,0.301,-0.047
McBroom, Ryan,643436,2019,83,50,0.293,0.254,0.039,0.36,0.432,-0.072,0.318,0.325,-0.007
Federowicz, Tim,543148,2019,83,47,0.16,0.234,-0.074,0.347,0.419,-0.072,0.236,0.297,-0.061
Brown, Seth,664913,2019,83,52,0.293,0.234,0.059,0.453,0.381,0.072,0.347,0.296,0.051
Hoerner, Nico,663538,2019,82,68,0.282,0.322,-0.04,0.436,0.411,0.025,0.305,0.322,-0.017
Lux, Gavin,666158,2019,82,51,0.24,0.288,-0.048,0.4,0.455,-0.055,0.301,0.343,-0.042
Negron, Kristopher,502117,2019,82,51,0.247,0.202,0.045,0.338,0.32,0.018,0.269,0.246,0.023
Rodgers, Brendan,663898,2019,81,49,0.224,0.165,0.059,0.25,0.238,0.012,0.234,0.202,0.032
Urena, Richard,620446,2019,80,54,0.243,0.204,0.039,0.324,0.298,0.026,0.258,0.231,0.027
Strasburg, Stephen,544931,2019,80,52,0.167,0.196,-0.029,0.222,0.281,-0.059,0.186,0.22,-0.034
Garcia, Robel,596825,2019,80,38,0.208,0.184,0.024,0.5,0.411,0.089,0.316,0.282,0.034
Skole, Matt,605474,2019,80,42,0.208,0.197,0.011,0.236,0.239,-0.003,0.232,0.231,0.001
Gutierrez, Kelvin,642721,2019,79,50,0.26,0.199,0.061,0.356,0.285,0.071,0.284,0.238,0.046
Phillips, Brett,621433,2019,79,46,0.138,0.152,-0.014,0.262,0.26,0.002,0.228,0.24,-0.012
Solarte, Yangervis,500208,2019,78,58,0.205,0.245,-0.04,0.315,0.327,-0.012,0.236,0.263,-0.027
Cron, Kevin,605196,2019,78,44,0.211,0.23,-0.019,0.521,0.52,0.001,0.321,0.343,-0.022
Bumgarner, Madison,518516,2019,76,27,0.127,0.119,0.008,0.222,0.217,0.005,0.213,0.206,0.007
Hays, Austin,669720,2019,75,55,0.309,0.303,0.006,0.574,0.487,0.087,0.393,0.364,0.029
Lewis, Kyle,641786,2019,75,43,0.268,0.254,0.014,0.592,0.575,0.017,0.357,0.348,0.009
Wynns, Austin,642851,2019,74,57,0.214,0.23,-0.016,0.271,0.314,-0.043,0.227,0.247,-0.02
Mullins, Cedric,656775,2019,74,53,0.094,0.166,-0.072,0.156,0.247,-0.091,0.159,0.223,-0.064
Hundley, Nick,460026,2019,73,52,0.2,0.189,0.011,0.357,0.302,0.055,0.248,0.227,0.021
Corbin, Patrick,571578,2019,72,42,0.092,0.099,-0.007,0.108,0.126,-0.018,0.112,0.12,-0.008
Stanton, Giancarlo,519317,2019,72,36,0.288,0.263,0.025,0.492,0.51,-0.018,0.379,0.389,-0.01
Tucker, Kyle,663656,2019,72,47,0.269,0.259,0.01,0.537,0.523,0.014,0.349,0.341,0.008
Saladino, Tyler,573135,2019,71,39,0.123,0.175,-0.052,0.215,0.309,-0.094,0.187,0.24,-0.053
Allen, Austin,664119,2019,71,44,0.215,0.165,0.05,0.277,0.223,0.054,0.23,0.185,0.045
Nola, Aaron,605400,2019,70,29,0.119,0.113,0.006,0.153,0.133,0.02,0.168,0.156,0.012
deGrom, Jacob,594798,2019,70,47,0.2,0.196,0.004,0.323,0.28,0.043,0.245,0.229,0.016
Murphy, John Ryan,571974,2019,70,36,0.175,0.207,-0.032,0.413,0.399,0.014,0.276,0.286,-0.01
Guillorme, Luis,641645,2019,70,49,0.246,0.243,0.003,0.361,0.404,-0.043,0.299,0.31,-0.011
Estrada, Thairo,642731,2019,69,50,0.25,0.267,-0.017,0.438,0.424,0.014,0.308,0.31,-0.002
Syndergaard, Noah,592789,2019,69,19,0.092,0.093,-0.001,0.2,0.208,-0.008,0.144,0.148,-0.004
Wade Jr, LaMonte,664774,2019,69,47,0.196,0.272,-0.076,0.375,0.442,-0.067,0.32,0.373,-0.053
Gosselin, Phil,594838,2019,68,49,0.262,0.28,-0.018,0.308,0.44,-0.132,0.263,0.322,-0.059
Delmonico, Nicky,547170,2019,68,38,0.206,0.211,-0.005,0.286,0.327,-0.041,0.243,0.26,-0.017
Joseph, Corban,543377,2019,68,53,0.156,0.203,-0.047,0.25,0.289,-0.039,0.189,0.228,-0.039
Sucre, Jesus,491696,2019,67,49,0.21,0.21,0,0.242,0.305,-0.063,0.231,0.252,-0.021
Ryu, Hyun-Jin,547943,2019,67,40,0.157,0.157,0,0.235,0.252,-0.017,0.202,0.208,-0.006
Buehler, Walker,621111,2019,66,29,0.085,0.108,-0.023,0.136,0.175,-0.039,0.13,0.156,-0.026
Rivera, Yadiel,592680,2019,66,40,0.183,0.168,0.015,0.217,0.217,0,0.218,0.211,0.007
Castillo, Luis,622491,2019,66,34,0.097,0.117,-0.02,0.113,0.141,-0.028,0.09,0.108,-0.018
Altherr, Aaron,571437,2019,66,37,0.082,0.162,-0.08,0.164,0.279,-0.115,0.135,0.212,-0.077
Flaherty, Jack,656427,2019,66,47,0.185,0.202,-0.017,0.241,0.256,-0.015,0.195,0.207,-0.012
Mayfield, Jack,608686,2019,65,48,0.156,0.174,-0.018,0.328,0.308,0.02,0.204,0.207,-0.003
Fried, Max,608331,2019,65,44,0.196,0.205,-0.009,0.268,0.282,-0.014,0.236,0.247,-0.011
Kershaw, Clayton,477132,2019,65,48,0.102,0.119,-0.017,0.122,0.143,-0.021,0.108,0.125,-0.017
Dini, Nick,664926,2019,64,40,0.196,0.21,-0.014,0.357,0.342,0.015,0.269,0.283,-0.014
Hendricks, Kyle,543294,2019,64,32,0.148,0.124,0.024,0.167,0.15,0.017,0.165,0.15,0.015
Wheeler, Zack,554430,2019,64,41,0.211,0.168,0.043,0.298,0.243,0.055,0.246,0.21,0.036
Soroka, Mike,647336,2019,63,37,0.077,0.143,-0.066,0.077,0.159,-0.082,0.112,0.174,-0.062
Alcantara, Sandy,645261,2019,63,15,0.086,0.056,0.03,0.103,0.079,0.024,0.102,0.08,0.022
Quintana, Jose,500779,2019,63,36,0.093,0.101,-0.008,0.111,0.119,-0.008,0.087,0.096,-0.009
Kemp, Matt,461314,2019,62,42,0.2,0.173,0.027,0.283,0.283,0,0.208,0.197,0.011
Mikolas, Miles,571945,2019,62,35,0.136,0.144,-0.008,0.153,0.173,-0.02,0.124,0.135,-0.011
Darvish, Yu,506433,2019,62,29,0.089,0.101,-0.012,0.089,0.142,-0.053,0.097,0.126,-0.029
Musgrove, Joe,605397,2019,61,40,0.157,0.179,-0.022,0.235,0.304,-0.069,0.183,0.217,-0.034
Neuse, Sheldon,641914,2019,61,38,0.25,0.262,-0.012,0.304,0.372,-0.068,0.262,0.293,-0.031
Maeda, Kenta,628317,2019,61,48,0.25,0.216,0.034,0.292,0.249,0.043,0.232,0.203,0.029
Scherzer, Max,453286,2019,61,34,0.182,0.168,0.014,0.182,0.2,-0.018,0.158,0.156,0.002
Matz, Steven,571927,2019,61,44,0.228,0.261,-0.033,0.281,0.383,-0.102,0.217,0.272,-0.055
Murphy, Sean,669221,2019,60,37,0.245,0.238,0.007,0.566,0.476,0.09,0.37,0.34,0.03
Gray, Sonny,543243,2019,60,39,0.152,0.121,0.031,0.196,0.131,0.065,0.169,0.134,0.035
Kelly, Merrill,518876,2019,60,33,0.019,0.084,-0.065,0.019,0.101,-0.082,0.042,0.104,-0.062
Ray, Robbie,592662,2019,60,32,0.073,0.088,-0.015,0.073,0.11,-0.037,0.063,0.089,-0.026
Bishop, Braden,623323,2019,60,36,0.107,0.167,-0.06,0.107,0.202,-0.095,0.124,0.189,-0.065
Teheran, Julio,527054,2019,60,36,0.109,0.141,-0.032,0.127,0.178,-0.051,0.099,0.134,-0.035
Gray, Jon,592351,2019,59,34,0.064,0.103,-0.039,0.064,0.121,-0.057,0.094,0.14,-0.046
Hudson, Dakota,641712,2019,59,34,0.078,0.111,-0.033,0.078,0.125,-0.047,0.081,0.114,-0.033
Wainwright, Adam,425794,2019,59,37,0.16,0.182,-0.022,0.22,0.249,-0.029,0.177,0.207,-0.03
Barreto, Franklin,620439,2019,58,34,0.123,0.165,-0.042,0.263,0.308,-0.045,0.166,0.205,-0.039
Marquez, German,608566,2019,58,44,0.229,0.201,0.028,0.354,0.27,0.084,0.242,0.198,0.044
Gore, Terrance,605253,2019,58,33,0.275,0.26,0.015,0.353,0.289,0.064,0.317,0.294,0.023
Knizner, Andrew,668800,2019,58,39,0.226,0.17,0.056,0.377,0.284,0.093,0.289,0.234,0.055
Higashioka, Kyle,543309,2019,57,31,0.214,0.164,0.05,0.464,0.332,0.132,0.27,0.21,0.06
Ramirez, Hanley,434670,2019,57,32,0.184,0.21,-0.026,0.327,0.353,-0.026,0.278,0.294,-0.016
Hernandez, Gorkys,491676,2019,57,38,0.143,0.205,-0.062,0.245,0.327,-0.082,0.204,0.273,-0.069
DeSclafani, Anthony,543101,2019,57,29,0.109,0.104,0.005,0.109,0.124,-0.015,0.095,0.101,-0.006
Arroyo, Christian,624414,2019,57,33,0.22,0.234,-0.014,0.38,0.372,0.008,0.296,0.301,-0.005
Shuck, JB,543776,2019,57,38,0.213,0.249,-0.036,0.255,0.296,-0.041,0.279,0.309,-0.03
Greinke, Zack,425844,2019,56,42,0.28,0.261,0.019,0.58,0.472,0.108,0.362,0.323,0.039
Fuentes, Josh,658069,2019,56,35,0.218,0.175,0.043,0.4,0.269,0.131,0.262,0.194,0.068
Samardzija, Jeff,502188,2019,56,26,0.12,0.094,0.026,0.16,0.109,0.051,0.118,0.086,0.032
Sanchez, Anibal,434671,2019,56,32,0.115,0.134,-0.019,0.115,0.154,-0.039,0.1,0.125,-0.025
Rios, Edwin,621458,2019,56,26,0.277,0.252,0.025,0.617,0.591,0.026,0.413,0.394,0.019
Bemboom, Anthony,621532,2019,56,34,0.13,0.131,-0.001,0.204,0.214,-0.01,0.149,0.154,-0.005
Perez, Michael,605421,2019,55,27,0.217,0.183,0.034,0.326,0.352,-0.026,0.303,0.298,0.005
Davies, Zach,605200,2019,55,29,0.154,0.151,0.003,0.192,0.185,0.007,0.157,0.153,0.004
Lucchesi, Joey,664192,2019,54,17,0.063,0.051,0.012,0.063,0.055,0.008,0.067,0.06,0.007
Wallach, Chad,595453,2019,54,36,0.25,0.275,-0.025,0.375,0.56,-0.185,0.309,0.378,-0.069
Galloway, Isaac,543194,2019,54,37,0.167,0.207,-0.04,0.185,0.327,-0.142,0.151,0.22,-0.069
Kratz, Erik,456124,2019,53,35,0.102,0.151,-0.049,0.204,0.207,-0.003,0.169,0.191,-0.022
Lester, Jon,452657,2019,53,28,0.188,0.139,0.049,0.292,0.205,0.087,0.246,0.198,0.048
Lorenzen, Michael,547179,2019,53,31,0.208,0.209,-0.001,0.313,0.327,-0.014,0.263,0.268,-0.005
Garlick, Kyle,664247,2019,53,29,0.25,0.222,0.028,0.521,0.508,0.013,0.342,0.325,0.017
Eflin, Zach,621107,2019,52,25,0.16,0.165,-0.005,0.18,0.212,-0.032,0.146,0.163,-0.017
Valera, Breyvic,591971,2019,52,40,0.234,0.218,0.016,0.383,0.319,0.064,0.298,0.269,0.029
Blandino, Alex,607468,2019,50,24,0.25,0.222,0.028,0.361,0.339,0.022,0.352,0.343,0.009
Kramer, Kevin,596012,2019,50,27,0.167,0.189,-0.022,0.19,0.325,-0.135,0.212,0.262,-0.05
Brault, Steven,643230,2019,50,41,0.333,0.271,0.062,0.429,0.376,0.053,0.332,0.283,0.049
Arrieta, Jake,453562,2019,50,30,0.156,0.203,-0.047,0.178,0.243,-0.065,0.155,0.204,-0.049
Smith, Caleb,592761,2019,49,33,0.233,0.183,0.05,0.279,0.236,0.043,0.23,0.189,0.041
Bradley, Bobby,656252,2019,49,25,0.178,0.179,-0.001,0.356,0.296,0.06,0.256,0.239,0.017
Woodruff, Brandon,605540,2019,49,28,0.267,0.233,0.034,0.356,0.307,0.049,0.272,0.238,0.034
Elmore, Jake,518653,2019,49,39,0.213,0.263,-0.05,0.234,0.347,-0.113,0.213,0.282,-0.069
Butera, Drew,460077,2019,49,31,0.163,0.174,-0.011,0.233,0.216,0.017,0.206,0.213,-0.007
Andujar, Miguel,609280,2019,49,37,0.128,0.165,-0.037,0.128,0.242,-0.114,0.121,0.192,-0.071
Reed, AJ,607223,2019,49,24,0.136,0.134,0.002,0.205,0.266,-0.061,0.185,0.204,-0.019
O'Grady, Brian,657434,2019,48,25,0.19,0.196,-0.006,0.429,0.409,0.02,0.305,0.303,0.002
Lyles, Jordan,543475,2019,48,18,0.089,0.092,-0.003,0.089,0.1,-0.011,0.104,0.108,-0.004
Ward, Taylor,621493,2019,48,19,0.19,0.187,0.003,0.333,0.297,0.036,0.275,0.262,0.013
Hanson, Alen,593700,2019,48,27,0.163,0.17,-0.007,0.163,0.195,-0.032,0.174,0.19,-0.016
Stamets, Eric,608715,2019,48,19,0.049,0.098,-0.049,0.073,0.165,-0.092,0.118,0.184,-0.066
Lauer, Eric,641778,2019,48,23,0.1,0.124,-0.024,0.15,0.197,-0.047,0.119,0.148,-0.029
Wilson, Bobby,435064,2019,47,34,0.091,0.119,-0.028,0.114,0.147,-0.033,0.113,0.139,-0.026
O'Brien, Peter,598284,2019,47,23,0.167,0.178,-0.011,0.262,0.312,-0.05,0.234,0.253,-0.019
Peterson, Dustin,640460,2019,47,30,0.227,0.175,0.052,0.318,0.241,0.077,0.259,0.211,0.048
Davis, Jaylin,664041,2019,47,31,0.167,0.231,-0.064,0.238,0.333,-0.095,0.227,0.284,-0.057
Hermosillo, Michael,641684,2019,46,18,0.139,0.147,-0.008,0.222,0.205,0.017,0.254,0.265,-0.011
Paddack, Chris,663978,2019,46,27,0.119,0.12,-0.001,0.119,0.135,-0.016,0.104,0.108,-0.004
Garcia, Aramis,605244,2019,46,21,0.143,0.156,-0.013,0.31,0.273,0.037,0.217,0.212,0.005
Senzatela, Antonio,622608,2019,46,21,0.025,0.058,-0.033,0.025,0.068,-0.043,0.038,0.07,-0.032
Hamels, Cole,430935,2019,46,29,0.143,0.184,-0.041,0.167,0.252,-0.085,0.155,0.201,-0.046
Bourjos, Peter,488721,2019,46,30,0.091,0.139,-0.048,0.114,0.197,-0.083,0.098,0.162,-0.064
Vargas, Jason,450306,2019,45,23,0.075,0.108,-0.033,0.075,0.12,-0.045,0.065,0.098,-0.033
Thomas, Lane,657041,2019,44,30,0.316,0.286,0.03,0.684,0.507,0.177,0.445,0.376,0.069
Anderson, Chase,502624,2019,44,18,0.1,0.103,-0.003,0.125,0.121,0.004,0.124,0.124,0
Williams, Trevor,592866,2019,44,25,0.167,0.152,0.015,0.167,0.171,-0.004,0.174,0.169,0.005
Beede, Tyler,595881,2019,43,17,0.105,0.082,0.023,0.105,0.096,0.009,0.135,0.123,0.012
Nunez, Dom,624513,2019,43,23,0.179,0.131,0.048,0.41,0.275,0.135,0.264,0.203,0.061
Kieboom, Carter,666198,2019,43,23,0.128,0.213,-0.085,0.282,0.392,-0.11,0.204,0.279,-0.075
Brito, Socrates,593647,2019,43,22,0.077,0.175,-0.098,0.128,0.256,-0.128,0.14,0.228,-0.088
Ravelo, Rangel,592660,2019,43,28,0.205,0.289,-0.084,0.41,0.516,-0.106,0.276,0.351,-0.075
Sierra, Magneuris,642423,2019,42,33,0.35,0.27,0.08,0.425,0.306,0.119,0.347,0.271,0.076
Archer, Chris,502042,2019,41,19,0.114,0.088,0.026,0.114,0.1,0.014,0.146,0.13,0.016
Joseph, Caleb,543376,2019,41,29,0.211,0.241,-0.03,0.263,0.331,-0.068,0.227,0.265,-0.038
Bird, Greg,595885,2019,41,19,0.171,0.194,-0.023,0.257,0.341,-0.084,0.254,0.291,-0.037
Keuchel, Dallas,572971,2019,41,12,0.132,0.079,0.053,0.158,0.095,0.063,0.138,0.091,0.047
Fraley, Jake,641584,2019,41,26,0.15,0.127,0.023,0.2,0.181,0.019,0.162,0.143,0.019
Mahle, Tyler,641816,2019,41,21,0.088,0.067,0.021,0.118,0.093,0.025,0.104,0.09,0.014
Mendick, Danny,664901,2019,40,28,0.308,0.287,0.021,0.462,0.374,0.088,0.332,0.295,0.037
Zagunis, Mark,657145,2019,40,20,0.25,0.224,0.026,0.333,0.302,0.031,0.291,0.274,0.017
Martin, Jason,641829,2019,40,26,0.25,0.286,-0.036,0.306,0.464,-0.158,0.282,0.349,-0.067
Wacha, Michael,608379,2019,39,18,0.167,0.095,0.072,0.194,0.101,0.093,0.155,0.08,0.075
Stubbs, Garrett,596117,2019,39,28,0.2,0.232,-0.032,0.286,0.304,-0.018,0.254,0.271,-0.017
Almonte, Abraham,501659,2019,38,23,0.29,0.238,0.052,0.548,0.379,0.169,0.406,0.336,0.07
Morrison, Logan,489149,2019,38,25,0.2,0.204,-0.004,0.4,0.415,-0.015,0.28,0.284,-0.004
Foltynewicz, Mike,592314,2019,38,19,0.057,0.116,-0.059,0.057,0.128,-0.071,0.05,0.099,-0.049
Stevenson, Andrew,664057,2019,37,19,0.367,0.269,0.098,0.467,0.431,0.036,0.417,0.366,0.051
Lopez, Pablo,641154,2019,36,17,0.171,0.162,0.009,0.229,0.264,-0.035,0.169,0.177,-0.008
Velasquez, Vince,592826,2019,36,25,0.233,0.23,0.003,0.333,0.275,0.058,0.267,0.25,0.017
Moroff, Max,621559,2019,35,17,0.125,0.177,-0.052,0.25,0.268,-0.018,0.185,0.218,-0.033
Roark, Tanner,543699,2019,34,21,0.152,0.19,-0.038,0.273,0.301,-0.028,0.175,0.202,-0.027
Lambert, Peter,663567,2019,34,21,0.321,0.223,0.098,0.321,0.256,0.065,0.319,0.257,0.062
Williams, Mason,592863,2019,34,25,0.267,0.31,-0.043,0.3,0.438,-0.138,0.276,0.343,-0.067
Richards, Trevor,670950,2019,34,14,0.1,0.076,0.024,0.1,0.085,0.015,0.125,0.107,0.018
Mejias-Brean, Seth,623180,2019,33,21,0.233,0.221,0.012,0.5,0.401,0.099,0.333,0.294,0.039
Sanchez, Adrian,506703,2019,32,21,0.226,0.184,0.042,0.226,0.217,0.009,0.212,0.194,0.018
Freeland, Kyle,607536,2019,31,13,0.087,0.117,-0.03,0.087,0.124,-0.037,0.147,0.173,-0.026
Trumbo, Mark,444432,2019,31,24,0.172,0.278,-0.106,0.276,0.451,-0.175,0.218,0.327,-0.109
Quantrill, Cal,615698,2019,30,23,0.08,0.106,-0.026,0.08,0.118,-0.038,0.093,0.123,-0.03
Leyba, Domingo,642736,2019,30,17,0.28,0.235,0.045,0.44,0.302,0.138,0.34,0.29,0.05
Alford, Anthony,546990,2019,30,17,0.179,0.14,0.039,0.286,0.291,-0.005,0.228,0.206,0.022
Taylor, Beau,607333,2019,30,18,0.16,0.268,-0.108,0.4,0.572,-0.172,0.303,0.404,-0.101
Rodriguez, Dereck,605446,2019,29,12,0.172,0.122,0.05,0.172,0.148,0.024,0.15,0.117,0.033
Wisdom, Patrick,621550,2019,28,12,0.154,0.147,0.007,0.192,0.252,-0.06,0.167,0.182,-0.015
Gonzalez, Gio,461829,2019,28,10,0.04,0.051,-0.011,0.04,0.059,-0.019,0.06,0.074,-0.014
Anderson, Shaun,641312,2019,28,8,0.08,0.063,0.017,0.12,0.15,-0.03,0.108,0.109,-0.001
Houser, Adrian,605288,2019,27,8,0.045,0.076,-0.031,0.091,0.105,-0.014,0.108,0.128,-0.02
Pivetta, Nick,601713,2019,27,7,0.08,0.045,0.035,0.08,0.048,0.032,0.093,0.063,0.03
Gausman, Kevin,592332,2019,27,9,0.037,0.058,-0.021,0.037,0.073,-0.036,0.032,0.061,-0.029
Strahm, Matt,621381,2019,27,13,0.286,0.248,0.038,0.381,0.32,0.061,0.317,0.281,0.036
Mejia, Erick,625510,2019,27,16,0.227,0.164,0.063,0.273,0.189,0.084,0.276,0.235,0.041
Yamamoto, Jordan,657141,2019,26,16,0.048,0.116,-0.068,0.048,0.13,-0.082,0.071,0.134,-0.063
Gerber, Mike,595222,2019,26,9,0.042,0.107,-0.065,0.083,0.158,-0.075,0.1,0.157,-0.057
Cowart, Kaleb,592230,2019,26,18,0.16,0.197,-0.037,0.28,0.236,0.044,0.2,0.208,-0.008
LaMarre, Ryan,534606,2019,26,18,0.217,0.282,-0.065,0.478,0.579,-0.101,0.329,0.394,-0.065
Davis, Rajai,434658,2019,26,20,0.2,0.27,-0.07,0.4,0.389,0.011,0.262,0.292,-0.03
Court, Ryan,606956,2019,25,13,0.208,0.246,-0.038,0.375,0.394,-0.019,0.258,0.282,-0.024
Stroman, Marcus,573186,2019,25,12,0.043,0.163,-0.12,0.043,0.174,-0.131,0.038,0.141,-0.103
Chacin, Jhoulys,468504,2019,25,14,0.125,0.112,0.013,0.25,0.176,0.074,0.175,0.142,0.033
Mahtook, Mikie,543484,2019,25,12,0,0.103,-0.103,0,0.276,-0.276,0.055,0.197,-0.142
Young, Alex,622065,2019,25,7,0.04,0.038,0.002,0.04,0.042,-0.002,0.035,0.037,-0.002
Clarke, Taylor,664199,2019,25,15,0.25,0.173,0.077,0.375,0.226,0.149,0.262,0.17,0.092
Hoffman, Jeff,656546,2019,24,15,0.238,0.213,0.025,0.238,0.245,-0.007,0.207,0.195,0.012
Stripling, Ross,548389,2019,24,15,0.15,0.187,-0.037,0.15,0.199,-0.049,0.181,0.213,-0.032
Lamet, Dinelson,659275,2019,24,13,0.143,0.124,0.019,0.143,0.136,0.007,0.124,0.115,0.009
Jankowski, Travis,608671,2019,24,18,0.182,0.185,-0.003,0.182,0.216,-0.034,0.203,0.216,-0.013
Agrazal, Dario,642607,2019,24,15,0.091,0.118,-0.027,0.091,0.13,-0.039,0.076,0.107,-0.031
Leake, Mike,502190,2019,24,12,0.048,0.101,-0.053,0.048,0.115,-0.067,0.071,0.116,-0.045
Pirela, Jose,517369,2019,24,15,0.182,0.183,-0.001,0.364,0.392,-0.028,0.262,0.272,-0.01
Gonzalez, Chi Chi,592346,2019,24,9,0.042,0.062,-0.02,0.042,0.071,-0.029,0.036,0.058,-0.022
Adames, Cristhian,542436,2019,24,14,0.318,0.259,0.059,0.364,0.31,0.054,0.326,0.281,0.045
Gallen, Zac,668678,2019,24,16,0.105,0.116,-0.011,0.105,0.139,-0.034,0.092,0.107,-0.015
Velazquez, Andrew,623205,2019,24,10,0.087,0.12,-0.033,0.174,0.192,-0.018,0.13,0.15,-0.02
Hernandez, Elieser,622694,2019,24,13,0.053,0.054,-0.001,0.053,0.062,-0.009,0.078,0.085,-0.007
Godley, Zack,643327,2019,23,10,0.158,0.111,0.047,0.158,0.143,0.015,0.213,0.187,0.026
Arozarena, Randy,668227,2019,23,16,0.3,0.265,0.035,0.5,0.432,0.068,0.38,0.348,0.032
Lin, Tzu-Wei,624407,2019,22,14,0.2,0.113,0.087,0.3,0.152,0.148,0.252,0.161,0.091
Urena, Jose,570632,2019,22,7,0,0.022,-0.022,0,0.024,-0.024,0.035,0.058,-0.023
Flaherty, Ryan,475247,2019,22,15,0.143,0.262,-0.119,0.238,0.389,-0.151,0.157,0.274,-0.117
Bauer, Trevor,545333,2019,22,8,0.158,0.09,0.068,0.158,0.107,0.051,0.19,0.15,0.04
Pedroia, Dustin,456030,2019,21,18,0.1,0.187,-0.087,0.1,0.242,-0.142,0.116,0.202,-0.086
Bonifacio, Jorge,593528,2019,21,13,0.35,0.22,0.13,0.5,0.321,0.179,0.372,0.253,0.119
Chatwood, Tyler,543022,2019,21,14,0.167,0.158,0.009,0.278,0.23,0.048,0.21,0.187,0.023
Weaver, Luke,596133,2019,21,10,0.105,0.115,-0.01,0.263,0.222,0.041,0.141,0.141,0
Fedde, Erick,607200,2019,20,14,0.133,0.173,-0.04,0.133,0.198,-0.065,0.116,0.158,-0.042
Smyly, Drew,592767,2019,20,10,0,0.044,-0.044,0,0.046,-0.046,0.035,0.073,-0.038
Cordero, Franchy,614173,2019,20,9,0.333,0.239,0.094,0.4,0.353,0.047,0.373,0.343,0.03
Hill, Rich,448179,2019,20,10,0.167,0.136,0.031,0.222,0.153,0.069,0.192,0.153,0.039
