last_name, first_name,player_id,year,pa,bip,ba,est_ba,est_ba_minus_ba_diff,slg,est_slg,est_slg_minus_slg_diff,woba,est_woba,est_woba_minus_woba_diff
Hellickson, Jeremy,476451,2017,39,27,.091,.111,-.020,.182,.141,.041,.159,.158,.001
Kemp, Tony,643393,2017,39,32,.216,.198,.018,.243,.270,-.027,.225,.227,-.002
Senzatela, Antonio,622608,2017,39,19,.125,.099,.026,.156,.116,.040,.121,.093,.028
Ethier, Andre,444843,2017,38,24,.235,.251,-.016,.441,.429,.012,.315,.322,-.007
Ryu, Hyun-Jin,547943,2017,38,16,.133,.161,-.028,.167,.188,-.021,.196,.217,-.021
Evans, Phillip,595943,2017,38,25,.303,.269,.034,.364,.338,.026,.341,.320,.021
Lamet, Dinelson,659275,2017,38,16,.086,.093,-.007,.086,.107,-.021,.075,.090,-.015
Feldman, Scott,444857,2017,38,22,.029,.108,-.079,.029,.126,-.097,.026,.103,-.077
Calhoun, Willie,641432,2017,37,27,.265,.281,-.016,.353,.336,.017,.300,.311,-.011
Garza, Matt,490063,2017,37,23,.086,.084,.002,.086,.102,-.016,.093,.099,-.006
Garcia, Jaime,448802,2017,37,28,.152,.127,.025,.273,.191,.082,.192,.152,.040
Ross, Joe,605452,2017,37,20,.182,.127,.055,.242,.156,.086,.196,.140,.056
Harvey, Matt,518774,2017,36,22,.059,.128,-.069,.059,.153,-.094,.070,.141,-.071
Brantly, Rob,542963,2017,36,17,.290,.201,.089,.516,.324,.192,.388,.290,.098
Hoffman, Jeff,656546,2017,36,19,.091,.094,-.003,.121,.112,.009,.090,.092,-.002
Eibner, Brett,518649,2017,36,16,.182,.239,-.057,.364,.502,-.138,.266,.355,-.089
Bumgarner, Madison,518516,2017,36,23,.206,.244,-.038,.471,.540,-.069,.301,.347,-.046
Bailey, Homer,456701,2017,35,24,.250,.135,.115,.321,.155,.166,.245,.123,.122
Newcomb, Sean,656794,2017,35,16,.037,.019,.018,.037,.027,.010,.078,.062,.016
Robinson, Shane,453203,2017,35,27,.194,.230,-.036,.194,.277,-.083,.210,.269,-.059
Eickhoff, Jerad,595191,2017,34,21,.161,.147,.014,.194,.171,.023,.153,.142,.011
Alvarez, Pedro,476883,2017,34,22,.313,.259,.054,.438,.418,.020,.342,.312,.030
Cain, Matt,430912,2017,34,14,.156,.122,.034,.219,.173,.046,.159,.130,.029
Gomez, Miguel,622497,2017,34,28,.242,.218,.024,.303,.325,-.022,.227,.248,-.021
Lugo, Seth,607625,2017,34,24,.138,.154,-.016,.310,.281,.029,.183,.197,-.014
Castillo, Luis,622491,2017,33,21,.069,.111,-.042,.069,.129,-.060,.082,.124,-.042
Anderson, Tyler,542881,2017,33,15,.038,.065,-.027,.038,.077,-.039,.058,.085,-.027
Quintana, Jose,500779,2017,33,15,.080,.060,.020,.080,.064,.016,.091,.076,.015
Villanueva, Christian,570799,2017,32,22,.344,.259,.085,.750,.454,.296,.450,.299,.151
Bostick, Christopher,607471,2017,32,18,.296,.257,.039,.370,.386,-.016,.351,.340,.011
Cardullo, Stephen,506924,2017,32,21,.143,.248,-.105,.143,.363,-.220,.197,.316,-.119
Adleman, Tim,534947,2017,32,22,.103,.115,-.012,.138,.161,-.023,.103,.114,-.011
Tauchman, Mike,643565,2017,32,17,.222,.174,.048,.296,.212,.084,.294,.252,.042
Conley, Adam,543045,2017,32,16,.125,.126,-.001,.125,.146,-.021,.155,.161,-.006
Nieuwenhuis, Kirk,543590,2017,31,11,.115,.181,-.066,.269,.498,-.229,.245,.345,-.100
Gosewisch, Tuffy,488912,2017,31,16,.071,.096,-.025,.071,.118,-.047,.084,.114,-.030
Negron, Kristopher,502117,2017,31,19,.160,.185,-.025,.200,.233,-.033,.245,.268,-.023
Santander, Anthony,623993,2017,31,23,.267,.254,.013,.367,.333,.034,.261,.261,.000
Severino, Pedro,600474,2017,31,19,.172,.175,-.003,.207,.219,-.012,.181,.186,-.005
Vogelbach, Daniel,596129,2017,31,19,.214,.265,-.051,.250,.409,-.159,.248,.327,-.079
Stassi, Max,545358,2017,31,21,.167,.233,-.066,.458,.572,-.114,.330,.412,-.082
Volquez, Edinson,450172,2017,30,18,.192,.121,.071,.192,.133,.059,.181,.130,.051
Montgomery, Mike,543557,2017,30,20,.185,.179,.006,.333,.262,.071,.216,.188,.028
Romano, Sal,607219,2017,30,14,.042,.050,-.008,.083,.101,-.018,.077,.088,-.011
Arroyo, Bronson,276520,2017,29,19,.154,.219,-.065,.154,.259,-.105,.135,.213,-.078
Smith Jr, Dwight,596105,2017,29,17,.370,.241,.129,.444,.317,.127,.376,.274,.102
Holaday, Bryan,592407,2017,29,28,.241,.314,-.073,.310,.385,-.075,.236,.305,-.069
Wheeler, Zack,554430,2017,29,16,.074,.122,-.048,.111,.158,-.047,.100,.142,-.042
Smolinski, Jake,519295,2017,29,21,.259,.242,.017,.296,.422,-.126,.273,.315,-.042
Montero, Rafael,606160,2017,28,18,.080,.091,-.011,.080,.124,-.044,.070,.099,-.029
McCarthy, Brandon,435221,2017,28,9,.043,.098,-.055,.043,.120,-.077,.114,.166,-.052
Janish, Paul,457926,2017,28,21,.077,.170,-.093,.077,.204,-.127,.091,.183,-.092
Worley, Vance,474699,2017,27,19,.182,.201,-.019,.182,.222,-.040,.159,.184,-.025
Robles, Victor,645302,2017,27,19,.250,.189,.061,.458,.301,.157,.324,.246,.078
Gallagher, Cam,595956,2017,27,20,.250,.222,.028,.417,.282,.135,.326,.271,.055
Bautista, Rafael,622441,2017,27,20,.160,.224,-.064,.160,.277,-.117,.181,.252,-.071
Lively, Ben,594902,2017,26,17,.231,.168,.063,.462,.330,.132,.287,.215,.072
Murphy, Tom,608596,2017,26,15,.042,.129,-.087,.083,.164,-.081,.077,.153,-.076
Saltalamacchia, Jarrod,457454,2017,26,9,.040,.074,-.034,.040,.095,-.055,.060,.099,-.039
Leiter Jr., Mark,643410,2017,26,14,.080,.090,-.010,.080,.104,-.024,.070,.079,-.009
Verdugo, Alex,657077,2017,25,19,.174,.254,-.080,.304,.381,-.077,.240,.305,-.065
Stephenson, Robert,596112,2017,25,10,.043,.061,-.018,.043,.103,-.060,.038,.069,-.031
Velasquez, Vince,592826,2017,25,20,.250,.195,.055,.250,.224,.026,.238,.203,.035
McMahon, Ryan,641857,2017,24,14,.158,.124,.034,.211,.213,-.002,.269,.255,.014
Stubbs, Drew,453211,2017,24,13,.091,.139,-.048,.091,.163,-.072,.131,.179,-.048
Matz, Steven,571927,2017,24,17,.143,.203,-.060,.143,.265,-.122,.125,.206,-.081
Garrett, Amir,607237,2017,23,17,.053,.086,-.033,.105,.099,.006,.065,.078,-.013
Fontana, Nolan,545337,2017,23,12,.050,.162,-.112,.200,.285,-.085,.176,.253,-.077
Weaver, Luke,596133,2017,23,13,.158,.093,.065,.158,.097,.061,.166,.112,.054
Glasnow, Tyler,607192,2017,23,11,.294,.124,.170,.294,.133,.161,.358,.246,.112
Sisco, Chance,642082,2017,22,11,.333,.227,.106,.778,.498,.280,.499,.376,.123
Eflin, Zach,621107,2017,22,9,.143,.146,-.003,.143,.179,-.036,.125,.142,-.017
Perez, Carlos,542208,2017,21,14,.100,.149,-.049,.250,.329,-.079,.169,.217,-.048
Suter, Brent,608718,2017,21,12,.167,.090,.077,.167,.109,.058,.177,.126,.051
Koehler, Tom,543408,2017,21,6,.048,.091,-.043,.048,.094,-.046,.042,.078,-.036
Guerra, Junior,448855,2017,21,17,.000,.079,-.079,.000,.104,-.104,.000,.076,-.076
Jackson, Edwin,429719,2017,21,6,.095,.116,-.021,.095,.126,-.031,.084,.107,-.023
Higashioka, Kyle,543309,2017,20,12,.000,.157,-.157,.000,.193,-.193,.069,.211,-.142
Hannemann, Jacob,595238,2017,20,16,.150,.239,-.089,.300,.376,-.076,.187,.263,-.076
Darvish, Yu,506433,2017,20,5,.059,.016,.043,.059,.017,.042,.087,.050,.037
Despaigne, Odrisamer,628333,2017,20,15,.105,.074,.031,.105,.081,.024,.092,.067,.025
Segedin, Rob,574847,2017,20,13,.200,.175,.025,.300,.231,.069,.211,.172,.039
Farmer, Kyle,571657,2017,20,17,.300,.365,-.065,.350,.495,-.145,.281,.375,-.094
Colon, Bartolo,112526,2017,20,10,.000,.050,-.050,.000,.059,-.059,.000,.046,-.046
Smith, Tyler,642094,2017,19,9,.188,.205,-.017,.250,.241,.009,.232,.253,-.021
Butler, Eddie,572750,2017,19,12,.067,.108,-.041,.067,.134,-.067,.098,.144,-.046
Choi, Ji-Man,596847,2017,18,11,.267,.248,.019,.733,.628,.105,.414,.387,.027
Cahill, Trevor,502239,2017,18,13,.286,.260,.026,.357,.315,.042,.304,.281,.023
Goodrum, Niko,592348,2017,18,7,.059,.122,-.063,.059,.144,-.085,.087,.148,-.061
Beckham, Gordon,493596,2017,18,15,.176,.197,-.021,.176,.228,-.052,.185,.213,-.028
Zagunis, Mark,657145,2017,18,8,.000,.119,-.119,.000,.147,-.147,.154,.246,-.092
Wood, Travis,475243,2017,18,11,.222,.206,.016,.556,.488,.068,.317,.287,.030
Sims, Lucas,608371,2017,18,10,.067,.121,-.054,.067,.137,-.070,.058,.115,-.057
Williams, Mason,592863,2017,17,14,.250,.201,.049,.250,.246,.004,.247,.225,.022
Freitas, David,571679,2017,17,13,.235,.244,-.009,.353,.347,.006,.248,.259,-.011
Stallings, Jacob,607732,2017,16,12,.357,.375,-.018,.500,.475,.025,.386,.392,-.006
Nunez, Renato,600524,2017,16,7,.200,.186,.014,.400,.394,.006,.277,.270,.007
Stratton, Chris,608717,2017,16,13,.143,.107,.036,.143,.130,.013,.125,.097,.028
Cole, A.J.,595918,2017,16,9,.143,.183,-.040,.143,.205,-.062,.196,.236,-.040
Peralta, Wily,503449,2017,15,10,.231,.262,-.031,.231,.313,-.082,.237,.285,-.048
Walker, Christian,572233,2017,15,7,.250,.277,-.027,.833,.753,.080,.489,.481,.008
Culberson, Charlie,518586,2017,15,9,.154,.233,-.079,.231,.275,-.044,.233,.293,-.060
Huffman, Chad,502151,2017,15,8,.286,.208,.078,.429,.247,.182,.325,.235,.090
Bettis, Chad,518452,2017,15,8,.091,.046,.045,.091,.048,.043,.131,.092,.039
Wojciechowski, Asher,592879,2017,14,3,.071,.044,.027,.071,.051,.020,.063,.043,.020
Flexen, Chris,623167,2017,14,7,.154,.142,.012,.231,.230,.001,.162,.160,.002
Adames, Cristhian,542436,2017,14,7,.000,.053,-.053,.000,.075,-.075,.050,.099,-.049
Federowicz, Tim,543148,2017,14,9,.231,.296,-.065,.692,.619,.073,.395,.404,-.009
Lyles, Jordan,543475,2017,14,7,.231,.192,.039,.231,.208,.023,.237,.212,.025
Mejia, Francisco,642336,2017,14,10,.154,.258,-.104,.154,.303,-.149,.135,.248,-.113
Wendle, Joey,621563,2017,14,10,.308,.279,.029,.615,.459,.156,.382,.314,.068
Thompson, Jake,622097,2017,14,8,.167,.140,.027,.250,.320,-.070,.216,.228,-.012
Ohlman, Mike,572000,2017,13,10,.231,.252,-.021,.231,.272,-.041,.202,.226,-.024
Casali, Curt,592200,2017,13,7,.333,.148,.185,.667,.347,.320,.447,.335,.112
Vargas, Ildemaro,545121,2017,13,10,.308,.174,.134,.385,.226,.159,.297,.172,.125
Nicolino, Justin,592593,2017,13,11,.000,.055,-.055,.000,.073,-.073,.000,.050,-.050
Jimenez, A.J.,543362,2017,13,6,.083,.084,-.001,.083,.099,-.016,.073,.081,-.008
Brault, Steven,643230,2017,13,13,.231,.186,.045,.308,.237,.071,.230,.184,.046
Lavarnway, Ryan,543432,2017,13,8,.273,.365,-.092,.364,.484,-.120,.339,.418,-.079
Syndergaard, Noah,592789,2017,13,5,.222,.186,.036,.222,.270,-.048,.319,.320,-.001
Davis, Taylor,543089,2017,13,9,.231,.220,.011,.308,.250,.058,.230,.210,.020
Ortiz, Danny,543611,2017,13,11,.083,.252,-.169,.083,.488,-.405,.121,.343,-.222
Lorenzen, Michael,547179,2017,12,7,.167,.188,-.021,.417,.443,-.026,.238,.263,-.025
Vincej, Zach,572227,2017,12,4,.111,.096,.015,.111,.117,-.006,.251,.248,.003
Milone, Tommy,543548,2017,12,5,.111,.088,.023,.111,.094,.017,.206,.191,.015
Woodruff, Brandon,605540,2017,12,9,.200,.255,-.055,.200,.277,-.077,.222,.283,-.061
Moran, Colin,592567,2017,12,10,.364,.330,.034,.818,.433,.385,.498,.372,.126
Susac, Andrew,572180,2017,12,6,.083,.063,.020,.083,.075,.008,.073,.061,.012
Locke, Jeff,502046,2017,11,1,.000,.006,-.006,.000,.006,-.006,.063,.066,-.003
Peters, Dillon,596071,2017,11,3,.000,.007,-.007,.000,.009,-.009,.000,.008,-.008
Johnson, Micah,608672,2017,11,7,.200,.113,.087,.200,.129,.071,.175,.107,.068
Wallach, Chad,595453,2017,11,6,.091,.155,-.064,.091,.247,-.156,.080,.172,-.092
Valera, Breyvic,591971,2017,11,10,.100,.068,.032,.100,.094,.006,.143,.121,.022
Read, Raudy,600466,2017,11,8,.273,.255,.018,.273,.310,-.037,.239,.251,-.012
Giavotella, Johnny,543213,2017,10,6,.100,.134,-.034,.100,.154,-.054,.088,.129,-.041
Gohara, Luiz,627894,2017,10,3,.000,.024,-.024,.000,.028,-.028,.000,.024,-.024
Rusin, Chris,543734,2017,10,7,.333,.303,.030,.333,.344,-.011,.292,.288,.004
Santana, Ervin,429722,2017,10,7,.200,.097,.103,.300,.118,.182,.211,.099,.112
Pena, Francisco,506747,2017,10,7,.500,.382,.118,1.100,.909,.191,.659,.539,.120
Gale, Rocky,502570,2017,10,8,.100,.094,.006,.400,.171,.229,.198,.111,.087
Weaver, Jered,450308,2017,10,4,.000,.048,-.048,.000,.126,-.126,.000,.072,-.072
Nido, Tomas,621512,2017,10,8,.300,.303,-.003,.400,.517,-.117,.299,.350,-.051
Flores, Ramon,570717,2017,9,8,.125,.255,-.130,.125,.289,-.164,.097,.225,-.128
Marjama, Mike,605357,2017,9,8,.333,.282,.051,.778,.691,.087,.454,.404,.050
Fried, Max,608331,2017,9,5,.000,.048,-.048,.000,.062,-.062,.087,.128,-.041
Delgado, Randall,517414,2017,9,6,.000,.115,-.115,.000,.139,-.139,.000,.107,-.107
Miller, Shelby,571946,2017,9,3,.000,.126,-.126,.000,.149,-.149,.234,.323,-.089
Stripling, Ross,548389,2017,9,5,.000,.063,-.063,.000,.099,-.099,.000,.067,-.067
O'Grady, Chris,622217,2017,9,4,.000,.037,-.037,.000,.044,-.044,.000,.037,-.037
Hammel, Jason,434628,2017,9,7,.000,.223,-.223,.000,.258,-.258,.000,.205,-.205
Selsky, Steve,592731,2017,9,4,.111,.199,-.088,.222,.446,-.224,.137,.268,-.131
Dickson, O'Koyea,607297,2017,9,5,.143,.192,-.049,.143,.319,-.176,.196,.280,-.084
Davis, Rookie,606959,2017,8,2,.167,.026,.141,.333,.071,.262,.279,.138,.141
Bonilla, Lisalverto,570810,2017,8,3,.167,.055,.112,.167,.073,.094,.287,.219,.068
den Dekker, Matthew,544925,2017,8,3,.143,.148,-.005,.143,.171,-.028,.196,.211,-.015
Gonzalez, Miguel,456068,2017,8,5,.000,.093,-.093,.000,.103,-.103,.099,.175,-.076
Anderson, Brett,474463,2017,8,4,.143,.066,.077,.143,.086,.057,.196,.150,.046
Lombardozzi, Steve,543459,2017,8,6,.000,.151,-.151,.000,.176,-.176,.000,.109,-.109
Archer, Chris,502042,2017,8,5,.250,.070,.180,.250,.077,.173,.219,.065,.154
Stammen, Craig,489334,2017,8,4,.500,.183,.317,.667,.245,.422,.547,.315,.232
Alford, Anthony,546990,2017,8,5,.125,.314,-.189,.250,.581,-.331,.154,.377,-.223
Andujar, Miguel,609280,2017,8,7,.571,.357,.214,.857,.627,.230,.614,.459,.155
Mahle, Tyler,641816,2017,8,5,.143,.076,.067,.143,.085,.058,.200,.147,.053
Turner, Jacob,545363,2017,8,5,.000,.051,-.051,.000,.054,-.054,.116,.154,-.038
Peacock, Brad,502748,2017,8,4,.286,.314,-.028,.429,.346,.083,.350,.344,.006
LaMarre, Ryan,534606,2017,8,4,.000,.084,-.084,.000,.090,-.090,.087,.152,-.065
Chen, Wei-Yin,612672,2017,8,5,.125,.071,.054,.125,.099,.026,.110,.075,.035
Murphy, John Ryan,571974,2017,7,6,.143,.299,-.156,.286,.527,-.241,.176,.344,-.168
Swihart, Blake,596119,2017,7,2,.200,.200,.000,.200,.201,-.001,.323,.324,-.001
Nolasco, Ricky,445060,2017,7,3,.000,.028,-.028,.000,.067,-.067,.198,.225,-.027
Recker, Anthony,489232,2017,7,6,.143,.225,-.082,.143,.384,-.241,.125,.256,-.131
Tomlin, Josh,458708,2017,7,4,.143,.230,-.087,.143,.264,-.121,.125,.222,-.097
Snell, Blake,605483,2017,7,5,.000,.203,-.203,.000,.229,-.229,.116,.276,-.160
Bethancourt, Christian,542194,2017,7,4,.143,.135,.008,.143,.366,-.223,.125,.198,-.073
Urias, Julio,628711,2017,7,3,.167,.032,.135,.167,.032,.135,.146,.029,.117
Cashner, Andrew,488768,2017,7,5,.200,.289,-.089,.200,.303,-.103,.146,.240,-.094
Rodriguez, Eduardo,593958,2017,7,5,.000,.062,-.062,.000,.070,-.070,.000,.060,-.060
Rodon, Carlos,607074,2017,7,5,.333,.144,.189,.500,.238,.262,.352,.162,.190
McGowan, Dustin,430661,2017,7,1,.000,.000,.000,.000,.000,.000,.000,.000,.000
Stroman, Marcus,573186,2017,7,3,.286,.176,.110,.857,.427,.430,.459,.248,.211
Gossett, Daniel,605254,2017,7,3,.200,.013,.187,.200,.014,.186,.175,.012,.163
Banda, Anthony,607455,2017,6,3,.000,.095,-.095,.000,.100,-.100,.000,.085,-.085
Marinez, Jhan,501697,2017,6,2,.167,.131,.036,.333,.172,.161,.205,.129,.076
Finnegan, Brandon,605232,2017,6,5,.000,.319,-.319,.000,.360,-.360,.000,.308,-.308
Shipley, Braden,640463,2017,6,4,.000,.363,-.363,.000,.390,-.390,.000,.340,-.340
Griffin, A.J.,456167,2017,6,0,.000,,,.000,,,.116,.116,.000
Reed, AJ,607223,2017,6,5,.000,.048,-.048,.000,.062,-.062,.000,.062,-.062
Burns, Billy,542993,2017,6,5,.167,.121,.046,.167,.124,.043,.146,.099,.047
Washington, David,572241,2017,6,1,.000,.031,-.031,.000,.048,-.048,.000,.033,-.033
Stephens, Jackson,623451,2017,6,4,.333,.340,-.007,.333,.787,-.454,.292,.472,-.180
Verlander, Justin,434378,2017,6,2,.167,.168,-.001,.167,.192,-.025,.146,.163,-.017
Flaherty, Jack,656427,2017,6,4,.000,.086,-.086,.000,.114,-.114,.000,.084,-.084
Miranda, Ariel,664641,2017,6,3,.000,.062,-.062,.000,.082,-.082,.000,.066,-.066
Alvarez III, Henderson,506693,2017,6,4,.000,.140,-.140,.000,.157,-.157,.000,.127,-.127
Cosart, Jarred,543054,2017,6,4,.000,.005,-.005,.000,.005,-.005,.000,.005,-.005
Zimmermann, Jordan,519455,2017,6,5,.167,.269,-.102,.167,.320,-.153,.146,.235,-.089
Perez, Martin,527048,2017,6,0,.000,,,.000,,,.000,.000,.000
Cobb, Alex,502171,2017,6,2,.000,.001,-.001,.000,.001,-.001,.000,.001,-.001
Chavez, Jesse,445926,2017,6,1,.000,.000,.000,.000,.000,.000,.000,.000,.000
Gore, Terrance,605253,2017,5,2,.000,.190,-.190,.000,.202,-.202,.139,.269,-.130
Berrios, Jose,621244,2017,5,3,.200,.171,.029,.200,.191,.009,.175,.163,.012
Pill, Tyler,543652,2017,5,4,.000,.038,-.038,.000,.050,-.050,.000,.036,-.036
Carrasco, Carlos,471911,2017,5,3,.000,.053,-.053,.000,.055,-.055,.139,.177,-.038
Jimenez, Ubaldo,434622,2017,5,2,.200,.134,.066,.200,.149,.051,.175,.126,.049
Musgrove, Joe,605397,2017,5,4,.000,.081,-.081,.000,.104,-.104,.000,.076,-.076
Gaviglio, Sam,543208,2017,5,3,.200,.218,-.018,.200,.246,-.046,.175,.207,-.032
Manaea, Sean,640455,2017,5,2,.000,.065,-.065,.000,.065,-.065,.173,.209,-.036
LeBlanc, Wade,453281,2017,5,2,.200,.191,.009,.200,.223,-.023,.175,.184,-.009
Espino, Paolo,502179,2017,5,4,.250,.150,.100,.250,.159,.091,.219,.140,.079
Fedde, Erick,607200,2017,5,2,.000,.003,-.003,.000,.003,-.003,.000,.003,-.003
Grace, Matt,594840,2017,5,1,.000,.013,-.013,.000,.015,-.015,.000,.013,-.013
Fulmer, Michael,605242,2017,5,3,.000,.126,-.126,.000,.135,-.135,.000,.120,-.120
Stewart, Brock,592779,2017,5,3,.250,.369,-.119,.250,.399,-.149,.219,.347,-.128
Montgomery, Jordan,656756,2017,5,1,.000,.035,-.035,.000,.036,-.036,.277,.296,-.019
Reinheimer, Jack,595373,2017,5,2,.000,.024,-.024,.000,.029,-.029,.000,.023,-.023
Ceciliani, Darrell,571553,2017,5,5,.400,.595,-.195,1.200,1.473,-.273,.642,.858,-.216
McFarland, T.J.,519008,2017,5,2,.200,.046,.154,.200,.052,.148,.175,.046,.129
Severino, Luis,622663,2017,5,4,.200,.111,.089,.200,.216,-.016,.175,.143,.032
Kennedy, Ian,453178,2017,4,3,.333,.112,.221,.333,.130,.203,.393,.250,.143
Odorizzi, Jake,543606,2017,4,4,.333,.320,.013,.333,.407,-.074,.292,.313,-.021
Diaz, Miguel,622766,2017,4,4,.000,.134,-.134,.000,.135,-.135,.000,.116,-.116
Floro, Dylan,571670,2017,4,2,.000,.158,-.158,.000,.192,-.192,.000,.151,-.151
Wilkerson, Aaron,658792,2017,4,3,.000,.358,-.358,.000,.411,-.411,.000,.340,-.340
Pena, Felix,570240,2017,4,2,.000,.246,-.246,.000,.276,-.276,.173,.348,-.175
Duensing, Brian,488846,2017,4,1,.000,.128,-.128,.000,.145,-.145,.000,.120,-.120
Vargas, Jason,450306,2017,4,3,.250,.378,-.128,.250,.390,-.140,.219,.316,-.097
Bradley, Archie,605151,2017,4,2,.250,.201,.049,.250,.228,.022,.219,.187,.032
Porcello, Rick,519144,2017,4,1,.000,.013,-.013,.000,.013,-.013,.000,.004,-.004
Wittgren, Nick,621295,2017,4,3,.000,.118,-.118,.000,.130,-.130,.000,.113,-.113
Miley, Wade,489119,2017,4,3,.250,.300,-.050,.250,.341,-.091,.219,.264,-.045
Sabathia, CC,282332,2017,4,1,.000,.009,-.009,.000,.010,-.010,.173,.179,-.006
Hader, Josh,623352,2017,4,2,.000,.019,-.019,.000,.021,-.021,.000,.019,-.019
Mengden, Daniel,596043,2017,4,3,.500,.156,.344,.500,.175,.325,.523,.335,.188
Brice, Austin,592169,2017,4,2,.000,.107,-.107,.000,.146,-.146,.000,.113,-.113
Estrada, Marco,462136,2017,4,1,.000,.023,-.023,.000,.026,-.026,.000,.022,-.022
Jansen, Kenley,445276,2017,4,4,.500,.262,.238,.750,.343,.407,.527,.267,.260
Parmley, Ian,622210,2017,4,3,.000,.098,-.098,.000,.112,-.112,.000,.094,-.094
Pineda, Michael,501381,2017,4,2,.333,.174,.159,.333,.193,.140,.292,.164,.128
Wisler, Matt,605538,2017,3,3,.000,.117,-.117,.000,.117,-.117,.000,.108,-.108
Lawrence, Casey,596271,2017,3,2,.000,.044,-.044,.000,.053,-.053,.000,.045,-.045
McGuire, Deck,592547,2017,3,2,.000,.215,-.215,.000,.239,-.239,.000,.199,-.199
Jackson, Luke,592426,2017,3,3,.000,.177,-.177,.000,.198,-.198,.000,.166,-.166
Albers, Andrew,452027,2017,3,3,1.000,.158,.842,1.000,.174,.826,.877,.155,.722
Ramirez, JC,500724,2017,3,2,.000,.074,-.074,.000,.076,-.076,.000,.065,-.065
McCullers Jr., Lance,621121,2017,3,3,.000,.293,-.293,.000,.489,-.489,.000,.329,-.329
Green, Grant,502205,2017,3,1,.000,.009,-.009,.000,.028,-.028,.000,.015,-.015
Biagini, Joe,607352,2017,3,3,.000,.070,-.070,.000,.082,-.082,.000,.070,-.070
Blackburn, Paul,621112,2017,3,1,.000,.060,-.060,.000,.064,-.064,.000,.056,-.056
Smoker, Josh,519294,2017,3,1,.000,.083,-.083,.000,.094,-.094,.000,.081,-.081
Boyd, Matthew,571510,2017,3,3,.333,.087,.246,.333,.087,.246,.292,.074,.218
Bibens-Dirkx, Austin,502212,2017,3,0,.000,,,.000,,,.000,.000,.000
Gant, John,607231,2017,3,3,.000,.107,-.107,.000,.120,-.120,.000,.091,-.091
Alexander, Scott,518397,2017,3,2,.000,.053,-.053,.000,.053,-.053,.000,.045,-.045
Lee, Zach,545346,2017,3,3,.000,.141,-.141,.000,.148,-.148,.000,.129,-.129
Ramirez, Erasmo,541640,2017,3,2,.667,.265,.402,.667,.297,.370,.585,.251,.334
Tanaka, Masahiro,547888,2017,3,1,.000,.000,.000,.000,.000,.000,.000,.000,.000
Berry, Quintin,450641,2017,3,1,.000,.053,-.053,.000,.060,-.060,.000,.053,-.053
Sale, Chris,519242,2017,3,2,.333,.146,.187,.667,.195,.472,.411,.160,.251
Gonzales, Marco,594835,2017,3,2,.500,.269,.231,.500,.296,.204,.439,.254,.185
Buchanan, Jake,594772,2017,3,1,.500,.343,.157,.500,.358,.142,.523,.440,.083
Latos, Mat,502009,2017,3,3,.000,.306,-.306,.000,.380,-.380,.000,.303,-.303
Morton, Charlie,450203,2017,3,3,.000,.084,-.084,.000,.090,-.090,.000,.053,-.053
Clevinger, Mike,605182,2017,3,2,.000,.034,-.034,.000,.040,-.040,.000,.035,-.035
Zastryzny, Rob,642239,2017,3,3,.333,.239,.094,.333,.253,.080,.292,.216,.076
Keuchel, Dallas,572971,2017,3,1,.000,.053,-.053,.000,.061,-.061,.000,.051,-.051
Bauer, Trevor,545333,2017,3,2,.000,.127,-.127,.000,.150,-.150,.000,.133,-.133
Rosario, Alberto,451705,2017,3,2,.000,.238,-.238,.000,.273,-.273,.000,.230,-.230
Hamels, Cole,430935,2017,3,2,.000,.071,-.071,.000,.092,-.092,.000,.068,-.068
Grimm, Justin,518748,2017,3,2,.000,.082,-.082,.000,.082,-.082,.000,.071,-.071
Shackelford, Kevin,594992,2017,3,2,.333,.189,.144,.333,.231,.102,.292,.189,.103
Junis, Jakob,596001,2017,3,0,.000,,,.000,,,.000,.000,.000
Morgan, Adam,605388,2017,3,1,.500,.471,.029,.500,.553,-.053,.523,.533,-.010
Suarez, Albert,544150,2017,2,2,.000,.065,-.065,.000,.080,-.080,.000,.052,-.052
Turley, Nik,543867,2017,2,2,.000,.319,-.319,.000,.356,-.356,.000,.299,-.299
Sanchez, Anibal,434671,2017,2,1,.000,.136,-.136,.000,.143,-.143,.000,.121,-.121
Fister, Doug,450729,2017,2,2,.000,.171,-.171,.000,.193,-.193,.000,.153,-.153
Pagan, Emilio,641941,2017,2,1,.000,.033,-.033,.000,.034,-.034,.000,.029,-.029
Salas, Fernando,477569,2017,2,1,.500,.355,.145,.500,.402,.098,.439,.341,.098
Lyons, Tyler,544928,2017,2,0,.000,,,.000,,,.347,.347,.000
Ravin, Josh,502051,2017,2,2,.000,.079,-.079,.000,.074,-.074,.000,.065,-.065
Blazek, Michael,518468,2017,2,1,.000,.054,-.054,.000,.059,-.059,.000,.050,-.050
Shreve, Chasen,592741,2017,2,1,.000,.082,-.082,.000,.094,-.094,.000,.081,-.081
McHugh, Collin,543521,2017,2,0,.000,,,.000,,,.000,.000,.000
Hernandez, Ariel,554374,2017,2,1,.000,.046,-.046,.000,.046,-.046,.000,.041,-.041
Schugel, A.J.,519263,2017,2,1,.000,.330,-.330,.000,.362,-.362,.347,.500,-.153
Baez, Pedro,520980,2017,2,0,.000,,,.000,,,.347,.347,.000
Tepesch, Nick,519344,2017,2,0,.000,,,.000,,,.000,.000,.000
