last_name, first_name,player_id,year,pa,bip,ba,est_ba,est_ba_minus_ba_diff,slg,est_slg,est_slg_minus_slg_diff,woba,est_woba,est_woba_minus_woba_diff
Sogard, Eric,519299,2017,299,213,.273,.288,-.015,.378,.379,-.001,.343,.355,-.012
Narvaez, Omar,553882,2017,295,211,.277,.270,.007,.340,.333,.007,.321,.321,.000
Espinosa, Danny,457787,2017,295,160,.173,.204,-.031,.278,.338,-.060,.232,.273,-.041
Smith, Kevan,607345,2017,294,235,.283,.272,.011,.388,.392,-.004,.300,.303,-.003
Garcia, Greg,594824,2017,290,183,.253,.251,.002,.332,.328,.004,.317,.319,-.002
Werth, Jayson,150029,2017,289,184,.226,.246,-.020,.393,.442,-.049,.311,.341,-.030
Smith, Mallex,605480,2017,282,197,.270,.222,.048,.355,.282,.073,.301,.259,.042
Saladino, Tyler,573135,2017,281,188,.178,.199,-.021,.229,.261,-.032,.223,.246,-.023
Motter, Taylor,600301,2017,280,197,.198,.233,-.035,.326,.365,-.039,.255,.289,-.034
Sandoval, Pablo,467055,2017,279,209,.220,.227,-.007,.367,.397,-.030,.271,.291,-.020
Goodwin, Brian,571718,2017,278,185,.251,.250,.001,.498,.461,.037,.337,.335,.002
Rickard, Joey,572073,2017,277,201,.241,.244,-.003,.345,.335,.010,.270,.272,-.002
Young, Chris,455759,2017,276,189,.235,.234,.001,.387,.361,.026,.310,.306,.004
Lagares, Juan,501571,2017,272,199,.250,.260,-.010,.365,.368,-.003,.287,.298,-.011
Chisenhall, Lonnie,502082,2017,270,187,.288,.256,.032,.521,.483,.038,.369,.348,.021
Hardy, J.J.,429666,2017,268,207,.217,.238,-.021,.323,.360,-.037,.251,.279,-.028
Wolters, Tony,547172,2017,266,176,.240,.222,.018,.284,.282,.002,.274,.267,.007
Joseph, Caleb,543376,2017,266,183,.256,.248,.008,.413,.388,.025,.299,.290,.009
Presley, Alex,502100,2017,264,199,.314,.301,.013,.416,.382,.034,.334,.319,.015
Vargas, Kennys,573627,2017,264,165,.253,.223,.030,.444,.397,.047,.323,.298,.025
Barnes, Austin,605131,2017,262,175,.289,.288,.001,.486,.442,.044,.386,.377,.009
Tulowitzki, Troy,453064,2017,260,202,.249,.243,.006,.378,.378,.000,.292,.294,-.002
Marisnick, Jake,545350,2017,259,143,.243,.214,.029,.496,.432,.064,.343,.313,.030
Herrmann, Chris,543302,2017,256,160,.181,.217,-.036,.345,.399,-.054,.272,.309,-.037
Blanco, Gregor,453923,2017,256,166,.246,.236,.010,.357,.353,.004,.308,.308,.000
Camargo, Johan,622666,2017,256,193,.299,.264,.035,.452,.400,.052,.331,.304,.027
Marte, Ketel,606466,2017,255,188,.260,.306,-.046,.395,.438,-.043,.319,.360,-.041
Robertson, Daniel,621002,2017,254,148,.206,.190,.016,.326,.309,.017,.284,.281,.003
Maxwell, Bruce,622194,2017,253,159,.237,.226,.011,.333,.361,-.028,.296,.305,-.009
Gonzalez, Adrian,408236,2017,252,192,.242,.248,-.006,.355,.406,-.051,.275,.303,-.028
Romine, Austin,519222,2017,252,177,.218,.262,-.044,.293,.378,-.085,.250,.305,-.055
Perez, Roberto,547379,2017,248,151,.207,.219,-.012,.373,.375,-.002,.289,.299,-.010
Riddle, JT,595375,2017,247,185,.250,.259,-.009,.355,.376,-.021,.270,.293,-.023
Albies, Ozzie,645277,2017,244,184,.286,.281,.005,.456,.454,.002,.347,.349,-.002
Devers, Rafael,646240,2017,240,165,.284,.240,.044,.482,.428,.054,.344,.310,.034
Kim, Hyun Soo,547957,2017,239,168,.231,.269,-.038,.292,.398,-.106,.268,.328,-.060
Szczur, Matt,519333,2017,237,155,.226,.203,.023,.354,.299,.055,.316,.294,.022
Rivera, Rene,425784,2017,237,150,.252,.257,-.005,.431,.466,-.035,.310,.330,-.020
Saunders, Michael,459431,2017,234,163,.202,.226,-.024,.344,.370,-.026,.256,.280,-.024
Hanson, Alen,593700,2017,234,169,.221,.214,.007,.346,.297,.049,.261,.247,.014
Rivera, T.J.,608061,2017,231,185,.290,.260,.030,.430,.374,.056,.326,.300,.026
Moncada, Yoan,660162,2017,231,125,.231,.227,.004,.412,.394,.018,.327,.322,.005
Cordoba, Allen,642707,2017,227,151,.208,.239,-.031,.297,.335,-.038,.257,.286,-.029
Osuna, Jose,591741,2017,227,176,.233,.258,-.025,.428,.410,.018,.293,.305,-.012
Gimenez, Chris,460269,2017,225,128,.220,.215,.005,.382,.352,.030,.326,.320,.006
Ramos, Wilson,467092,2017,224,175,.260,.258,.002,.447,.474,-.027,.307,.325,-.018
Tomlinson, Kelby,605509,2017,222,153,.258,.236,.022,.314,.290,.024,.286,.274,.012
Pennington, Cliff,460060,2017,217,142,.253,.231,.022,.330,.318,.012,.279,.273,.006
Olson, Matt,621566,2017,216,129,.259,.256,.003,.651,.576,.075,.411,.388,.023
Peterson, Jace,607054,2017,215,139,.215,.246,-.031,.317,.380,-.063,.280,.316,-.036
Suzuki, Ichiro,400085,2017,215,162,.255,.238,.017,.332,.300,.032,.287,.272,.015
Nimmo, Brandon,607043,2017,215,120,.260,.261,-.001,.418,.435,-.017,.348,.355,-.007
Nava, Daniel,537953,2017,214,147,.301,.280,.021,.421,.425,-.004,.357,.359,-.002
Montero, Miguel,471083,2017,213,140,.216,.190,.026,.346,.352,-.006,.289,.283,.006
Hoskins, Rhys,656555,2017,212,126,.259,.253,.006,.618,.558,.060,.417,.401,.016
Carter, Chris,474892,2017,208,110,.201,.202,-.001,.370,.422,-.052,.284,.308,-.024
Kivlehan, Patrick,623182,2017,204,118,.208,.199,.009,.399,.366,.033,.303,.292,.011
Knapp, Andrew,595284,2017,204,117,.257,.240,.017,.368,.368,.000,.321,.320,.001
Bourjos, Peter,488721,2017,203,137,.223,.211,.012,.383,.317,.066,.280,.254,.026
Mathis, Jeff,425772,2017,203,126,.215,.212,.003,.323,.314,.009,.262,.262,.000
Moore, Tyler,489138,2017,203,136,.230,.219,.011,.401,.404,-.003,.282,.284,-.002
Diaz, Elias,553869,2017,200,151,.223,.240,-.017,.314,.338,-.024,.253,.275,-.022
Norris, Derek,519083,2017,198,135,.201,.225,-.024,.380,.409,-.029,.272,.299,-.027
Travis, Devon,581527,2017,197,150,.259,.290,-.031,.438,.489,-.051,.308,.346,-.038
Schimpf, Ryan,572114,2017,197,97,.158,.168,-.010,.424,.408,.016,.304,.306,-.002
Blash, Jabari,518466,2017,195,99,.213,.231,-.018,.341,.432,-.091,.304,.344,-.040
Almonte, Abraham,501659,2017,195,128,.233,.246,-.013,.366,.387,-.021,.298,.313,-.015
Valaika, Pat,642162,2017,195,135,.258,.226,.032,.533,.393,.140,.338,.278,.060
Sucre, Jesus,491696,2017,192,147,.256,.249,.007,.409,.411,-.002,.297,.304,-.007
Guyer, Brandon,446386,2017,192,126,.236,.244,-.008,.327,.337,-.010,.293,.309,-.016
Hicks, John,543308,2017,190,123,.266,.258,.008,.439,.433,.006,.328,.331,-.003
Marrero, Deven,571918,2017,188,115,.211,.204,.007,.333,.307,.026,.257,.252,.005
Bandy, Jett,542908,2017,188,118,.207,.212,-.005,.349,.338,.011,.280,.286,-.006
Canha, Mark,592192,2017,187,118,.208,.222,-.014,.382,.381,.001,.276,.288,-.012
Adrianza, Ehire,501303,2017,186,144,.265,.236,.029,.383,.357,.026,.302,.293,.009
Smith, Dominic,642086,2017,183,119,.198,.239,-.041,.395,.445,-.050,.281,.327,-.046
Garcia, Adonis,611177,2017,183,151,.237,.268,-.031,.347,.396,-.049,.269,.308,-.039
Machado, Dixon,553988,2017,181,138,.259,.254,.005,.319,.345,-.026,.273,.286,-.013
Tomas, Yasmany,630111,2017,180,117,.241,.230,.011,.464,.476,-.012,.319,.327,-.008
Diaz, Yandy,650490,2017,179,122,.263,.279,-.016,.327,.385,-.058,.306,.340,-.034
Ahmed, Nick,605113,2017,178,128,.251,.241,.010,.419,.349,.070,.300,.272,.028
Santana, Danny,542454,2017,178,128,.202,.226,-.024,.357,.378,-.021,.254,.275,-.021
Parker, Jarrett,592620,2017,177,112,.247,.231,.016,.416,.414,.002,.299,.293,.006
Butera, Drew,460077,2017,177,123,.227,.208,.019,.319,.281,.038,.266,.249,.017
Amarista, Alexi,506560,2017,176,131,.238,.224,.014,.351,.288,.063,.267,.245,.022
Ruiz, Rio,547004,2017,173,112,.193,.217,-.024,.307,.378,-.071,.261,.302,-.041
Tapia, Raimel,606132,2017,171,125,.288,.266,.022,.425,.346,.079,.322,.289,.033
Rosario, Amed,642708,2017,170,116,.248,.228,.020,.394,.312,.082,.282,.245,.037
Bird, Greg,595885,2017,170,107,.190,.204,-.014,.422,.460,-.038,.303,.328,-.025
Collins, Tyler,607385,2017,169,96,.193,.218,-.025,.333,.383,-.050,.269,.300,-.031
Delmonico, Nicky,547170,2017,166,110,.262,.248,.014,.482,.407,.075,.369,.341,.028
Fisher, Derek,605233,2017,166,92,.212,.241,-.029,.356,.370,-.014,.291,.311,-.020
Mesoraco, Devin,519023,2017,165,104,.213,.218,-.005,.390,.374,.016,.312,.319,-.007
Urshela, Gio,570482,2017,165,135,.224,.260,-.036,.288,.372,-.084,.243,.293,-.050
Holt, Brock,571788,2017,164,108,.200,.213,-.013,.243,.258,-.015,.256,.271,-.015
Jones, Ryder,624507,2017,164,98,.173,.178,-.005,.273,.282,-.009,.223,.232,-.009
Ellis, A.J.,454560,2017,163,116,.210,.193,.017,.371,.327,.044,.294,.275,.019
Brugman, Jaycob,595144,2017,162,106,.266,.242,.024,.343,.329,.014,.305,.295,.010
Phegley, Josh,572033,2017,161,124,.201,.252,-.051,.336,.422,-.086,.256,.317,-.061
Lobaton, Jose,446653,2017,158,108,.170,.214,-.044,.277,.385,-.108,.232,.292,-.060
Jones, JaCoby,592444,2017,154,76,.170,.168,.002,.270,.292,-.022,.229,.236,-.007
Rodriguez, Sean,446481,2017,153,76,.167,.167,.000,.295,.285,.010,.257,.257,.000
Cuthbert, Cheslor,596144,2017,153,105,.231,.226,.005,.322,.343,-.021,.261,.269,-.008
La Stella, Tommy,600303,2017,151,109,.288,.263,.025,.472,.406,.066,.369,.348,.021
Prado, Martin,445988,2017,147,119,.250,.263,-.013,.357,.362,-.005,.274,.289,-.015
Fuentes, Rey,571681,2017,145,102,.235,.239,-.004,.338,.354,-.016,.268,.280,-.012
Marte, Jefry,527043,2017,145,94,.173,.231,-.058,.307,.348,-.041,.258,.301,-.043
Ruiz, Carlos,434563,2017,145,89,.216,.236,-.020,.352,.399,-.047,.295,.325,-.030
Rua, Ryan,607387,2017,144,78,.217,.215,.002,.333,.350,-.017,.278,.286,-.008
Stewart, Chris,455755,2017,144,112,.183,.216,-.033,.221,.287,-.066,.207,.249,-.042
Blanco, Andres,433217,2017,144,98,.192,.184,.008,.292,.286,.006,.243,.247,-.004
Sanchez, Hector,516949,2017,143,97,.219,.204,.015,.423,.368,.055,.277,.265,.012
Candelario, Jeimer,600869,2017,142,97,.283,.258,.025,.425,.403,.022,.342,.331,.011
Frazier, Clint,640449,2017,142,92,.231,.238,-.007,.448,.439,.009,.298,.310,-.012
Moroff, Max,621559,2017,140,79,.200,.200,.000,.325,.330,-.005,.280,.286,-.006
Torrens, Luis,620443,2017,139,96,.163,.224,-.061,.203,.312,-.109,.197,.266,-.069
Martin, Leonys,547982,2017,138,95,.172,.206,-.034,.281,.334,-.053,.224,.261,-.037
Winker, Jesse,608385,2017,137,98,.298,.277,.021,.529,.449,.080,.384,.352,.032
Maile, Luke,571912,2017,136,96,.146,.170,-.024,.231,.275,-.044,.178,.207,-.029
Arroyo, Christian,624414,2017,135,94,.192,.230,-.038,.304,.337,-.033,.237,.273,-.036
Powell, Boog,621471,2017,135,90,.282,.221,.061,.402,.312,.090,.331,.280,.051
Reynolds, Matt,608703,2017,130,77,.230,.197,.033,.301,.278,.023,.282,.262,.020
Rasmus, Colby,458675,2017,129,77,.281,.254,.027,.579,.537,.042,.365,.353,.012
Slater, Austin,596103,2017,127,88,.282,.253,.029,.402,.372,.030,.323,.299,.024
Garneau, Dustin,572863,2017,126,77,.188,.197,-.009,.313,.296,.017,.260,.263,-.003
Young Jr., Eric,458913,2017,125,82,.264,.237,.027,.418,.320,.098,.329,.287,.042
Voit, Luke,572228,2017,124,83,.246,.249,-.003,.430,.475,-.045,.316,.335,-.019
Tejada, Ruben,514913,2017,124,99,.230,.268,-.038,.283,.381,-.098,.260,.314,-.054
Adams, Lane,572669,2017,122,74,.275,.252,.023,.468,.466,.002,.344,.336,.008
Robinson, Drew,592685,2017,121,65,.224,.215,.009,.439,.464,-.025,.323,.330,-.007
Garcia, Willy,591994,2017,119,77,.238,.214,.024,.400,.333,.067,.301,.284,.017
Franklin, Nick,545338,2017,119,84,.179,.247,-.068,.283,.373,-.090,.250,.314,-.064
Rutledge, Josh,592710,2017,118,76,.224,.254,-.030,.262,.322,-.060,.255,.292,-.037
Plawecki, Kevin,608700,2017,118,84,.260,.269,-.009,.400,.421,-.021,.331,.347,-.016
Gentry, Craig,502226,2017,117,81,.257,.285,-.028,.386,.397,-.011,.314,.336,-.022
Cowart, Kaleb,592230,2017,117,76,.225,.227,-.002,.382,.361,.021,.301,.297,.004
Gonzalez, Erik,570481,2017,115,75,.255,.252,.003,.418,.433,-.015,.291,.301,-.010
Alfaro, Jorge,595751,2017,114,74,.318,.255,.063,.514,.466,.048,.369,.326,.043
Weeks Jr., Rickie,430001,2017,112,48,.216,.163,.053,.340,.287,.053,.297,.258,.039
Hanigan, Ryan,452672,2017,112,77,.267,.221,.046,.347,.292,.055,.289,.256,.033
Telis, Tomas,542513,2017,111,95,.240,.244,-.004,.346,.333,.013,.270,.279,-.009
Soler, Jorge,624585,2017,110,61,.144,.176,-.032,.258,.313,-.055,.226,.260,-.034
Alcantara, Arismendy,570489,2017,108,68,.171,.190,-.019,.248,.242,.006,.187,.197,-.010
Granite, Zack,643335,2017,107,86,.237,.268,-.031,.290,.316,-.026,.278,.301,-.023
Eaton, Adam,594809,2017,107,74,.297,.261,.036,.462,.409,.053,.369,.345,.024
Drew, Stephen,452220,2017,106,77,.253,.219,.034,.358,.334,.024,.285,.276,.009
Kelly, Ty,571841,2017,105,71,.191,.227,-.036,.337,.330,.007,.256,.273,-.017
Toles, Andrew,592808,2017,102,80,.271,.271,.000,.458,.487,-.029,.329,.341,-.012
Cordero, Franchy,614173,2017,99,49,.228,.217,.011,.424,.423,.001,.296,.295,.001
Phillips, Brett,621433,2017,98,54,.276,.225,.051,.448,.374,.074,.338,.292,.046
Refsnyder, Rob,608701,2017,98,71,.170,.240,-.070,.216,.343,-.127,.210,.288,-.078
Perkins, Cameron,573088,2017,97,67,.182,.217,-.035,.273,.323,-.050,.225,.263,-.038
Aviles, Mike,449107,2017,97,74,.233,.235,-.002,.291,.281,.010,.256,.253,.003
Hernandez, Teoscar,606192,2017,95,53,.261,.232,.029,.602,.510,.092,.371,.338,.033
Anderson, Brian,605119,2017,95,57,.262,.256,.006,.369,.389,-.020,.309,.325,-.016
Adduci, Jim,451192,2017,93,56,.241,.264,-.023,.398,.399,-.001,.312,.329,-.017
Bader, Harrison,664056,2017,92,62,.235,.243,-.008,.376,.431,-.055,.279,.306,-.027
Orlando, Paulo,449181,2017,90,66,.198,.269,-.071,.302,.422,-.120,.228,.310,-.082
Stassi, Brock,595426,2017,90,56,.167,.213,-.046,.295,.321,-.026,.259,.292,-.033
Turner, Stuart,642156,2017,89,62,.134,.190,-.056,.244,.299,-.055,.186,.240,-.054
Coghlan, Chris,458085,2017,88,55,.200,.196,.004,.267,.278,-.011,.260,.268,-.008
Peterson, Shane,451089,2017,88,59,.253,.222,.031,.392,.356,.036,.304,.279,.025
Robertson, Daniel,543706,2017,88,78,.225,.277,-.052,.338,.331,.007,.269,.297,-.028
Crawford, J.P.,641487,2017,87,49,.214,.213,.001,.300,.267,.033,.303,.297,.006
Graterol, Juan,492802,2017,87,73,.202,.238,-.036,.250,.289,-.039,.196,.232,-.036
Gillaspie, Conor,543216,2017,87,71,.163,.212,-.049,.288,.330,-.042,.221,.267,-.046
Jankowski, Travis,608671,2017,87,49,.187,.199,-.012,.213,.240,-.027,.235,.252,-.017
Luplow, Jordan,656669,2017,87,57,.205,.219,-.014,.385,.365,.020,.284,.289,-.005
Fryer, Eric,518700,2017,83,53,.155,.161,-.006,.197,.211,-.014,.230,.239,-.009
Travis, Sam,607752,2017,83,53,.263,.243,.020,.342,.343,-.001,.296,.292,.004
Cecchini, Gavin,608325,2017,82,58,.208,.197,.011,.273,.269,.004,.230,.226,.004
Hill, Aaron,431094,2017,80,56,.132,.228,-.096,.235,.334,-.099,.225,.316,-.091
Heisey, Chris,502317,2017,79,52,.162,.197,-.035,.270,.343,-.073,.213,.260,-.047
Torres, Ramon,593527,2017,79,62,.243,.251,-.008,.284,.291,-.007,.258,.268,-.010
deGrom, Jacob,594798,2017,77,53,.211,.241,-.030,.268,.305,-.037,.219,.251,-.032
Hoying, Jared,592419,2017,77,50,.222,.200,.022,.306,.244,.062,.246,.219,.027
Barreto, Franklin,620439,2017,76,38,.197,.175,.022,.352,.306,.046,.259,.238,.021
Kelly, Carson,608348,2017,75,58,.174,.203,-.029,.217,.325,-.108,.210,.265,-.055
Urena, Richard,620446,2017,75,41,.206,.212,-.006,.309,.330,-.021,.256,.270,-.014
Sanchez, Adrian,506703,2017,75,48,.268,.256,.012,.366,.370,-.004,.282,.283,-.001
Gonzalez, Gio,461829,2017,75,42,.091,.104,-.013,.091,.121,-.030,.115,.133,-.018
Williamson, Mac,607776,2017,73,43,.235,.191,.044,.397,.302,.095,.289,.239,.050
Scherzer, Max,453286,2017,72,52,.161,.178,-.017,.210,.260,-.050,.192,.215,-.023
Teheran, Julio,527054,2017,72,53,.140,.139,.001,.140,.161,-.021,.141,.149,-.008
Coleman, Dusty,543038,2017,71,34,.227,.215,.012,.455,.469,-.014,.302,.307,-.005
Greinke, Zack,425844,2017,70,49,.210,.262,-.052,.274,.329,-.055,.230,.280,-.050
Profar, Jurickson,595777,2017,70,46,.172,.206,-.034,.207,.314,-.107,.242,.293,-.051
Corbin, Patrick,571578,2017,70,36,.125,.133,-.008,.161,.161,.000,.177,.181,-.004
De Aza, Alejandro,457477,2017,70,51,.194,.245,-.051,.323,.337,-.014,.222,.267,-.045
Martinez, Carlos,593372,2017,69,48,.177,.169,.008,.226,.203,.023,.190,.178,.012
Navarro, Efren,519068,2017,69,40,.230,.238,-.008,.377,.451,-.074,.299,.333,-.034
Raburn, Ryan,430605,2017,69,40,.262,.259,.003,.431,.383,.048,.313,.301,.012
Davies, Zach,605200,2017,69,47,.125,.121,.004,.167,.142,.025,.197,.187,.010
Richard, Clayton,453385,2017,68,34,.123,.106,.017,.193,.158,.035,.162,.140,.022
Dickey, R.A.,285079,2017,68,56,.148,.145,.003,.148,.168,-.020,.129,.133,-.004
Cole, Gerrit,543037,2017,68,46,.164,.132,.032,.236,.178,.058,.179,.141,.038
Davis, J.D.,605204,2017,68,43,.226,.253,-.027,.484,.504,-.020,.318,.333,-.015
Samardzija, Jeff,502188,2017,67,42,.094,.151,-.057,.172,.258,-.086,.111,.171,-.060
White, Tyler,643603,2017,67,46,.279,.257,.022,.525,.535,-.010,.356,.353,.003
Caratini, Victor,605170,2017,66,46,.254,.260,-.006,.356,.410,-.054,.301,.327,-.026
Lin, Tzu-Wei,624407,2017,66,40,.268,.240,.028,.339,.303,.036,.319,.300,.019
Freeman, Mike,502273,2017,66,41,.100,.152,-.052,.183,.243,-.060,.162,.209,-.047
Stevenson, Andrew,664057,2017,66,39,.158,.211,-.053,.193,.261,-.068,.210,.258,-.048
Lester, Jon,452657,2017,65,35,.148,.139,.009,.259,.262,-.003,.203,.208,-.005
Nicholas, Brett,592592,2017,65,50,.238,.232,.006,.397,.352,.045,.279,.265,.014
Sierra, Magneuris,642423,2017,64,46,.317,.266,.051,.317,.303,.014,.304,.279,.025
Arrieta, Jake,453562,2017,64,31,.131,.116,.015,.213,.178,.035,.153,.136,.017
Ervin, Phillip,640447,2017,64,44,.259,.241,.018,.448,.396,.052,.328,.305,.023
Straily, Dan,573185,2017,64,30,.073,.062,.011,.091,.079,.012,.081,.069,.012
Ngoepe, Gift,547912,2017,63,29,.222,.165,.057,.296,.219,.077,.281,.234,.047
Ruggiano, Justin,448605,2017,63,44,.217,.229,-.012,.333,.381,-.048,.244,.279,-.035
Gutierrez, Franklin,429711,2017,63,40,.232,.229,.003,.339,.401,-.062,.292,.319,-.027
Wade, Tyler,642180,2017,63,39,.155,.215,-.060,.224,.305,-.081,.203,.263,-.060
Roark, Tanner,543699,2017,63,40,.091,.085,.006,.109,.099,.010,.097,.091,.006
Lopez, Raffy,607257,2017,63,34,.222,.186,.036,.463,.376,.087,.325,.286,.039
Hays, Austin,669720,2017,63,45,.217,.229,-.012,.317,.330,-.013,.237,.261,-.024
d'Arnaud, Chase,488818,2017,62,38,.190,.179,.011,.276,.243,.033,.222,.208,.014
Decker, Jaff,543094,2017,62,36,.200,.234,-.034,.260,.305,-.045,.272,.304,-.032
Asche, Cody,605125,2017,62,36,.105,.220,-.115,.175,.383,-.208,.157,.293,-.136
Lackey, John,407793,2017,61,35,.132,.127,.005,.151,.158,-.007,.153,.156,-.003
Chacin, Jhoulys,468504,2017,61,50,.222,.169,.053,.259,.221,.038,.208,.169,.039
Hazelbaker, Jeremy,571757,2017,61,32,.346,.254,.092,.577,.362,.215,.422,.316,.106
Ray, Robbie,592662,2017,61,35,.245,.190,.055,.283,.235,.048,.253,.213,.040
Lynn, Lance,458681,2017,61,34,.074,.082,-.008,.111,.111,.000,.101,.104,-.003
Nova, Ivan,467100,2017,60,29,.020,.055,-.035,.020,.068,-.048,.017,.050,-.033
Mondesi, Adalberto,609275,2017,60,35,.170,.235,-.065,.245,.361,-.116,.204,.280,-.076
Strasburg, Stephen,544931,2017,60,44,.130,.189,-.059,.241,.299,-.058,.174,.225,-.051
Nelson, Jimmy,519076,2017,60,24,.105,.065,.040,.105,.087,.018,.103,.074,.029
Hernandez, Marco,593523,2017,60,43,.276,.268,.008,.328,.340,-.012,.275,.280,-.005
Kershaw, Clayton,477132,2017,59,42,.184,.192,-.008,.204,.230,-.026,.208,.222,-.014
Taijeron, Travis,607369,2017,59,28,.173,.169,.004,.269,.309,-.040,.248,.260,-.012
Peralta, Jhonny,425509,2017,58,41,.204,.283,-.079,.204,.347,-.143,.214,.304,-.090
Wood, Alex,622072,2017,58,27,.058,.066,-.008,.058,.077,-.019,.074,.083,-.009
Colon, Christian,518568,2017,57,42,.160,.145,.015,.180,.182,-.002,.188,.182,.006
Centeno, Juan,518542,2017,57,41,.231,.268,-.037,.346,.370,-.024,.269,.303,-.034
Hwang, Jae-Gyun,666561,2017,57,37,.154,.202,-.048,.231,.327,-.096,.209,.268,-.059
Urena, Jose,570632,2017,56,28,.104,.105,-.001,.125,.159,-.034,.099,.113,-.014
Freeland, Kyle,607536,2017,56,25,.154,.107,.047,.231,.174,.057,.173,.129,.044
Anderson, Chase,502624,2017,55,26,.135,.102,.033,.154,.118,.036,.125,.096,.029
Wacha, Michael,608379,2017,55,32,.043,.077,-.034,.043,.097,-.054,.051,.091,-.040
Calixte, Orlando,593525,2017,55,36,.143,.200,-.057,.163,.262,-.099,.159,.222,-.063
Thompson, Trayce,572204,2017,55,26,.122,.192,-.070,.265,.358,-.093,.208,.274,-.066
Brinson, Lewis,621446,2017,55,30,.106,.241,-.135,.277,.433,-.156,.225,.336,-.111
Leake, Mike,502190,2017,55,37,.170,.226,-.056,.191,.315,-.124,.189,.262,-.073
Walker, Taijuan,592836,2017,54,34,.231,.187,.044,.308,.267,.041,.239,.207,.032
Nola, Aaron,605400,2017,54,25,.083,.071,.012,.083,.082,.001,.121,.114,.007
Marquez, German,608566,2017,53,35,.178,.126,.052,.222,.155,.067,.172,.123,.049
Moore, Matt,519043,2017,53,32,.128,.167,-.039,.128,.185,-.057,.136,.173,-.037
Perdomo, Luis,606131,2017,53,32,.109,.144,-.035,.304,.196,.108,.173,.155,.018
Blach, Ty,621389,2017,53,28,.227,.238,-.011,.341,.354,-.013,.273,.295,-.022
Sardinas, Luis,596143,2017,53,38,.163,.204,-.041,.163,.255,-.092,.185,.237,-.052
Godley, Zack,643327,2017,53,25,.048,.064,-.016,.048,.071,-.023,.071,.089,-.018
Garver, Mitch,641598,2017,52,31,.196,.183,.013,.348,.284,.064,.277,.256,.021
Cueto, Johnny,456501,2017,52,36,.087,.083,.004,.087,.101,-.014,.088,.102,-.014
Kuhl, Chad,641771,2017,52,35,.104,.131,-.027,.146,.168,-.022,.118,.142,-.024
Hendricks, Kyle,543294,2017,51,23,.100,.092,.008,.120,.115,.005,.095,.090,.005
Kozma, Pete,518902,2017,51,26,.111,.120,-.009,.178,.146,.032,.180,.178,.002
Gosselin, Phil,594838,2017,50,36,.146,.162,-.016,.188,.186,.002,.165,.176,-.011
Wainwright, Adam,425794,2017,50,34,.262,.210,.052,.452,.373,.079,.308,.257,.051
Florimon, Pedro,465753,2017,49,30,.348,.263,.085,.478,.362,.116,.372,.298,.074
Mejia, Alex,622270,2017,49,34,.109,.181,-.072,.174,.257,-.083,.143,.208,-.065
Hill, Rich,448179,2017,49,29,.111,.136,-.025,.133,.157,-.024,.129,.152,-.023
Foltynewicz, Mike,592314,2017,49,22,.048,.087,-.039,.048,.100,-.052,.042,.080,-.038
Soto, Geovany,434567,2017,48,33,.190,.296,-.106,.405,.575,-.170,.288,.404,-.116
Van Slyke, Scott,475100,2017,48,26,.122,.199,-.077,.293,.414,-.121,.236,.313,-.077
Pivetta, Nick,601713,2017,48,27,.068,.104,-.036,.068,.124,-.056,.060,.098,-.038
Chatwood, Tyler,543022,2017,47,37,.154,.155,-.001,.179,.186,-.007,.158,.159,-.001
Williams, Trevor,592866,2017,47,28,.049,.120,-.071,.049,.149,-.100,.073,.140,-.067
Featherston, Taylor,605227,2017,47,26,.179,.190,-.011,.359,.373,-.014,.274,.308,-.034
Austin, Tyler,592122,2017,46,25,.225,.260,-.035,.425,.508,-.083,.295,.342,-.047
Liriano, Rymer,542642,2017,46,27,.220,.209,.011,.341,.315,.026,.286,.275,.011
Cooper, Garrett,643265,2017,45,32,.326,.330,-.004,.488,.452,.036,.343,.341,.002
Gsellman, Robert,607229,2017,44,24,.147,.143,.004,.147,.171,-.024,.208,.218,-.010
Maeda, Kenta,628317,2017,44,41,.128,.140,-.012,.154,.170,-.016,.122,.132,-.010
Bonifacio, Emilio,466988,2017,44,34,.132,.204,-.072,.211,.250,-.039,.153,.223,-.070
Martinez, Michael,492841,2017,43,23,.162,.217,-.055,.189,.268,-.079,.216,.269,-.053
Gray, Jon,592351,2017,43,15,.079,.082,-.003,.158,.171,-.013,.114,.121,-.007
Moncrief, Carlos,519037,2017,43,25,.211,.217,-.006,.237,.338,-.101,.220,.262,-.042
Flaherty, Ryan,475247,2017,43,28,.211,.194,.017,.237,.243,-.006,.253,.250,.003
Taillon, Jameson,592791,2017,43,28,.158,.147,.011,.158,.166,-.008,.138,.133,.005
May, Jacob,594576,2017,42,21,.056,.091,-.035,.056,.104,-.048,.114,.147,-.033
Marrero, Chris,502029,2017,41,30,.132,.196,-.064,.211,.348,-.137,.168,.248,-.080
Naquin, Tyler,571980,2017,40,29,.216,.215,.001,.270,.265,.005,.228,.234,-.006
Morse, Michael,434604,2017,40,23,.194,.221,-.027,.306,.370,-.064,.242,.293,-.051
Middlebrooks, Will,519025,2017,39,24,.211,.262,-.051,.368,.413,-.045,.250,.297,-.047
Puello, Cesar,527049,2017,39,22,.206,.163,.043,.206,.181,.025,.247,.221,.026
Allen, Greg,656185,2017,39,28,.229,.310,-.081,.343,.426,-.083,.271,.342,-.071
